transaction_id,account_id,customer_id,branch_id,transaction_date,transaction_type,transaction_amount,currency_code,region_code,loan_id,start_date,end_date,baseline,amount_bucket
TXN_00000948,ACC_NAMER_001467,CUST_NAMER_001467,BR_NAMER_0067,2026-06-08,Card Payment,7168.32,USD,NAMER,LOAN_NAMER_001562,2026-06-08,2026-06-08,transaction_20260702,Medium
TXN_00000949,ACC_NAMER_001134,CUST_NAMER_001134,BR_NAMER_0134,2026-06-20,Deposit,7444.6,USD,NAMER,LOAN_NAMER_000501,2026-06-20,2026-06-20,transaction_20260702,Medium
TXN_00000950,ACC_NAMER_000373,CUST_NAMER_000373,BR_NAMER_0173,2026-06-21,Withdrawal,6466.0,USD,NAMER,LOAN_NAMER_000238,2026-06-21,2026-06-21,transaction_20260702,Medium
TXN_00000951,ACC_NAMER_000385,CUST_NAMER_000385,BR_NAMER_0185,2026-06-15,Deposit,8835.5,USD,NAMER,LOAN_NAMER_000406,2026-06-15,2026-06-15,transaction_20260702,Medium
TXN_00000952,ACC_NAMER_000263,CUST_NAMER_000263,BR_NAMER_0063,2026-06-09,Loan Payment,10143.07,USD,NAMER,LOAN_NAMER_000850,2026-06-09,2026-06-09,transaction_20260702,Medium
TXN_00000953,ACC_NAMER_000835,CUST_NAMER_000835,BR_NAMER_0035,2026-06-03,Deposit,672.26,USD,NAMER,LOAN_NAMER_000829,2026-06-03,2026-06-03,transaction_20260702,Small
TXN_00000954,ACC_NAMER_001429,CUST_NAMER_001429,BR_NAMER_0029,2026-06-23,Loan Payment,369536.58,USD,NAMER,LOAN_NAMER_000779,2026-06-23,2026-06-23,transaction_20260702,Extreme
TXN_00000955,ACC_NAMER_000901,CUST_NAMER_000901,BR_NAMER_0101,2026-06-23,Transfer,774.36,USD,NAMER,LOAN_NAMER_001339,2026-06-23,2026-06-23,transaction_20260702,Small
TXN_00000956,ACC_NAMER_001337,CUST_NAMER_001337,BR_NAMER_0137,2026-06-23,Withdrawal,838617.25,USD,NAMER,LOAN_NAMER_000086,2026-06-23,2026-06-23,transaction_20260702,Extreme
TXN_00000957,ACC_NAMER_001240,CUST_NAMER_001240,BR_NAMER_0040,2026-06-19,Deposit,748300.7,USD,NAMER,LOAN_NAMER_001252,2026-06-19,2026-06-19,transaction_20260702,Extreme
TXN_00000958,ACC_NAMER_000324,CUST_NAMER_000324,BR_NAMER_0124,2026-06-09,Withdrawal,8618.69,USD,NAMER,LOAN_NAMER_000986,2026-06-09,2026-06-09,transaction_20260702,Medium
TXN_00000959,ACC_NAMER_000230,CUST_NAMER_000230,BR_NAMER_0030,2026-06-25,Deposit,1047.13,USD,NAMER,LOAN_NAMER_001759,2026-06-25,2026-06-25,transaction_20260702,Small
TXN_00000960,ACC_NAMER_000007,CUST_NAMER_000007,BR_NAMER_0007,2026-06-18,Transfer,6964.37,USD,NAMER,LOAN_NAMER_001471,2026-06-18,2026-06-18,transaction_20260702,Medium
TXN_00000961,ACC_NAMER_001455,CUST_NAMER_001455,BR_NAMER_0055,2026-06-02,Transfer,5251.8,USD,NAMER,LOAN_NAMER_000215,2026-06-02,2026-06-02,transaction_20260702,Medium
TXN_00000962,ACC_NAMER_000529,CUST_NAMER_000529,BR_NAMER_0129,2026-06-23,Transfer,8069.76,USD,NAMER,LOAN_NAMER_000800,2026-06-23,2026-06-23,transaction_20260702,Medium
TXN_00000963,ACC_NAMER_000324,CUST_NAMER_000324,BR_NAMER_0124,2026-06-04,Card Payment,1425.25,USD,NAMER,LOAN_NAMER_000352,2026-06-04,2026-06-04,transaction_20260702,Medium
TXN_00000964,ACC_NAMER_000628,CUST_NAMER_000628,BR_NAMER_0028,2026-06-30,Deposit,6663.93,USD,NAMER,LOAN_NAMER_001489,2026-06-30,2026-06-30,transaction_20260702,Medium
TXN_00000965,ACC_NAMER_000368,CUST_NAMER_000368,BR_NAMER_0168,2026-06-25,Withdrawal,774.83,USD,NAMER,LOAN_NAMER_000452,2026-06-25,2026-06-25,transaction_20260702,Small
TXN_00000966,ACC_NAMER_000836,CUST_NAMER_000836,BR_NAMER_0036,2026-06-15,Deposit,322221.41,USD,NAMER,LOAN_NAMER_000736,2026-06-15,2026-06-15,transaction_20260702,Extreme
TXN_00000967,ACC_NAMER_000946,CUST_NAMER_000946,BR_NAMER_0146,2026-06-24,Loan Payment,8034.25,USD,NAMER,LOAN_NAMER_000415,2026-06-24,2026-06-24,transaction_20260702,Medium
TXN_00000968,ACC_NAMER_000796,CUST_NAMER_000796,BR_NAMER_0196,2026-06-16,Deposit,1418.11,USD,NAMER,LOAN_NAMER_000073,2026-06-16,2026-06-16,transaction_20260702,Medium
TXN_00000969,ACC_NAMER_001076,CUST_NAMER_001076,BR_NAMER_0076,2026-06-13,Card Payment,309.17,USD,NAMER,LOAN_NAMER_000083,2026-06-13,2026-06-13,transaction_20260702,Small
TXN_00000970,ACC_NAMER_001002,CUST_NAMER_001002,BR_NAMER_0002,2026-06-28,Card Payment,899.18,USD,NAMER,LOAN_NAMER_001787,2026-06-28,2026-06-28,transaction_20260702,Small
TXN_00000971,ACC_NAMER_000541,CUST_NAMER_000541,BR_NAMER_0141,2026-06-14,Deposit,6296.89,USD,NAMER,LOAN_NAMER_001573,2026-06-14,2026-06-14,transaction_20260702,Medium
TXN_00000972,ACC_NAMER_000305,CUST_NAMER_000305,BR_NAMER_0105,2026-06-06,Withdrawal,130.75,USD,NAMER,LOAN_NAMER_001796,2026-06-06,2026-06-06,transaction_20260702,Small
TXN_00000973,ACC_NAMER_000397,CUST_NAMER_000397,BR_NAMER_0197,2026-06-16,Loan Payment,2848.17,USD,NAMER,LOAN_NAMER_001297,2026-06-16,2026-06-16,transaction_20260702,Medium
TXN_00000974,ACC_NAMER_000911,CUST_NAMER_000911,BR_NAMER_0111,2026-06-26,Deposit,810.79,USD,NAMER,LOAN_NAMER_001068,2026-06-26,2026-06-26,transaction_20260702,Small
TXN_00000975,ACC_NAMER_000359,CUST_NAMER_000359,BR_NAMER_0159,2026-06-10,Deposit,742.33,USD,NAMER,LOAN_NAMER_001240,2026-06-10,2026-06-10,transaction_20260702,Small
TXN_00000976,ACC_NAMER_000504,CUST_NAMER_000504,BR_NAMER_0104,2026-06-27,Card Payment,700.41,USD,NAMER,LOAN_NAMER_000835,2026-06-27,2026-06-27,transaction_20260702,Small
TXN_00000977,ACC_NAMER_000668,CUST_NAMER_000668,BR_NAMER_0068,2026-06-21,Loan Payment,8938.54,USD,NAMER,LOAN_NAMER_001222,2026-06-21,2026-06-21,transaction_20260702,Medium
TXN_00000978,ACC_NAMER_000062,CUST_NAMER_000062,BR_NAMER_0062,2026-06-06,Withdrawal,1055764.77,USD,NAMER,LOAN_NAMER_001602,2026-06-06,2026-06-06,transaction_20260702,Extreme
TXN_00000979,ACC_NAMER_000555,CUST_NAMER_000555,BR_NAMER_0155,2026-06-04,Transfer,468.67,USD,NAMER,LOAN_NAMER_001490,2026-06-04,2026-06-04,transaction_20260702,Small
TXN_00000980,ACC_NAMER_000616,CUST_NAMER_000616,BR_NAMER_0016,2026-06-20,Deposit,775504.6,USD,NAMER,LOAN_NAMER_001001,2026-06-20,2026-06-20,transaction_20260702,Extreme
TXN_00000981,ACC_NAMER_000462,CUST_NAMER_000462,BR_NAMER_0062,2026-06-07,Withdrawal,932.72,USD,NAMER,LOAN_NAMER_001589,2026-06-07,2026-06-07,transaction_20260702,Small
TXN_00000982,ACC_NAMER_000564,CUST_NAMER_000564,BR_NAMER_0164,2026-06-17,Withdrawal,28499.99,USD,NAMER,LOAN_NAMER_000502,2026-06-17,2026-06-17,transaction_20260702,Large
TXN_00000983,ACC_NAMER_001165,CUST_NAMER_001165,BR_NAMER_0165,2026-06-23,Withdrawal,67656.67,USD,NAMER,LOAN_NAMER_000695,2026-06-23,2026-06-23,transaction_20260702,Large
TXN_00000984,ACC_NAMER_001582,CUST_NAMER_001582,BR_NAMER_0182,2026-06-02,Transfer,668851.18,USD,NAMER,LOAN_NAMER_001381,2026-06-02,2026-06-02,transaction_20260702,Extreme
TXN_00000985,ACC_NAMER_000767,CUST_NAMER_000767,BR_NAMER_0167,2026-06-05,Transfer,31570.37,USD,NAMER,LOAN_NAMER_000084,2026-06-05,2026-06-05,transaction_20260702,Large
TXN_00000986,ACC_NAMER_001168,CUST_NAMER_001168,BR_NAMER_0168,2026-06-15,Loan Payment,4070.43,USD,NAMER,LOAN_NAMER_001158,2026-06-15,2026-06-15,transaction_20260702,Medium
TXN_00000987,ACC_NAMER_000824,CUST_NAMER_000824,BR_NAMER_0024,2026-06-06,Deposit,820745.45,USD,NAMER,LOAN_NAMER_000866,2026-06-06,2026-06-06,transaction_20260702,Extreme
TXN_00000988,ACC_NAMER_000121,CUST_NAMER_000121,BR_NAMER_0121,2026-06-30,Deposit,922.86,USD,NAMER,LOAN_NAMER_000876,2026-06-30,2026-06-30,transaction_20260702,Small
TXN_00000989,ACC_NAMER_000284,CUST_NAMER_000284,BR_NAMER_0084,2026-06-02,Deposit,851375.82,USD,NAMER,LOAN_NAMER_001206,2026-06-02,2026-06-02,transaction_20260702,Extreme
TXN_00000990,ACC_NAMER_000956,CUST_NAMER_000956,BR_NAMER_0156,2026-06-11,Loan Payment,3218.36,USD,NAMER,LOAN_NAMER_000860,2026-06-11,2026-06-11,transaction_20260702,Medium
TXN_00000991,ACC_NAMER_000517,CUST_NAMER_000517,BR_NAMER_0117,2026-06-08,Withdrawal,3822.32,USD,NAMER,LOAN_NAMER_000558,2026-06-08,2026-06-08,transaction_20260702,Medium
TXN_00000992,ACC_NAMER_000956,CUST_NAMER_000956,BR_NAMER_0156,2026-06-26,Withdrawal,65465.15,USD,NAMER,LOAN_NAMER_000591,2026-06-26,2026-06-26,transaction_20260702,Large
TXN_00000993,ACC_NAMER_000834,CUST_NAMER_000834,BR_NAMER_0034,2026-06-05,Deposit,1907.71,USD,NAMER,LOAN_NAMER_000810,2026-06-05,2026-06-05,transaction_20260702,Medium
TXN_00000994,ACC_NAMER_000417,CUST_NAMER_000417,BR_NAMER_0017,2026-06-12,Deposit,5233.65,USD,NAMER,LOAN_NAMER_000449,2026-06-12,2026-06-12,transaction_20260702,Medium
TXN_00000995,ACC_NAMER_001126,CUST_NAMER_001126,BR_NAMER_0126,2026-06-18,Transfer,165.01,USD,NAMER,LOAN_NAMER_000098,2026-06-18,2026-06-18,transaction_20260702,Small
TXN_00000996,ACC_NAMER_000224,CUST_NAMER_000224,BR_NAMER_0024,2026-06-01,Withdrawal,371.43,USD,NAMER,LOAN_NAMER_000906,2026-06-01,2026-06-01,transaction_20260702,Small
TXN_00000997,ACC_NAMER_000331,CUST_NAMER_000331,BR_NAMER_0131,2026-06-16,Transfer,296.75,USD,NAMER,LOAN_NAMER_000196,2026-06-16,2026-06-16,transaction_20260702,Small
TXN_00000998,ACC_NAMER_000596,CUST_NAMER_000596,BR_NAMER_0196,2026-06-01,Deposit,820279.75,USD,NAMER,LOAN_NAMER_001777,2026-06-01,2026-06-01,transaction_20260702,Extreme
TXN_00000999,ACC_NAMER_000778,CUST_NAMER_000778,BR_NAMER_0178,2026-06-16,Deposit,614050.55,USD,NAMER,LOAN_NAMER_001133,2026-06-16,2026-06-16,transaction_20260702,Extreme
TXN_00001000,ACC_NAMER_000287,CUST_NAMER_000287,BR_NAMER_0087,2026-06-11,Card Payment,690.68,USD,NAMER,LOAN_NAMER_001349,2026-06-11,2026-06-11,transaction_20260702,Small
TXN_00001001,ACC_NAMER_000141,CUST_NAMER_000141,BR_NAMER_0141,2026-06-19,Card Payment,8027.16,USD,NAMER,LOAN_NAMER_000061,2026-06-19,2026-06-19,transaction_20260702,Medium
TXN_00001002,ACC_NAMER_000527,CUST_NAMER_000527,BR_NAMER_0127,2026-06-01,Loan Payment,26372.86,USD,NAMER,LOAN_NAMER_001647,2026-06-01,2026-06-01,transaction_20260702,Large
TXN_00001003,ACC_NAMER_001128,CUST_NAMER_001128,BR_NAMER_0128,2026-06-07,Transfer,527.62,USD,NAMER,LOAN_NAMER_000923,2026-06-07,2026-06-07,transaction_20260702,Small
TXN_00001004,ACC_NAMER_001292,CUST_NAMER_001292,BR_NAMER_0092,2026-06-03,Deposit,34384.2,USD,NAMER,LOAN_NAMER_000980,2026-06-03,2026-06-03,transaction_20260702,Large
TXN_00001005,ACC_NAMER_000229,CUST_NAMER_000229,BR_NAMER_0029,2026-06-25,Deposit,2190.85,USD,NAMER,LOAN_NAMER_000079,2026-06-25,2026-06-25,transaction_20260702,Medium
TXN_00001006,ACC_NAMER_001149,CUST_NAMER_001149,BR_NAMER_0149,2026-06-15,Deposit,4824.91,USD,NAMER,LOAN_NAMER_001109,2026-06-15,2026-06-15,transaction_20260702,Medium
TXN_00001007,ACC_NAMER_000984,CUST_NAMER_000984,BR_NAMER_0184,2026-06-03,Deposit,2961.93,USD,NAMER,LOAN_NAMER_001451,2026-06-03,2026-06-03,transaction_20260702,Medium
TXN_00001008,ACC_NAMER_001064,CUST_NAMER_001064,BR_NAMER_0064,2026-06-18,Loan Payment,889.53,USD,NAMER,LOAN_NAMER_000608,2026-06-18,2026-06-18,transaction_20260702,Small
TXN_00001009,ACC_NAMER_000624,CUST_NAMER_000624,BR_NAMER_0024,2026-06-19,Deposit,414.85,USD,NAMER,LOAN_NAMER_000505,2026-06-19,2026-06-19,transaction_20260702,Small
TXN_00001010,ACC_NAMER_000965,CUST_NAMER_000965,BR_NAMER_0165,2026-06-17,Transfer,10073.63,USD,NAMER,LOAN_NAMER_000225,2026-06-17,2026-06-17,transaction_20260702,Medium
TXN_00001011,ACC_NAMER_001597,CUST_NAMER_001597,BR_NAMER_0197,2026-06-03,Transfer,383227.53,USD,NAMER,LOAN_NAMER_000545,2026-06-03,2026-06-03,transaction_20260702,Extreme
TXN_00001012,ACC_NAMER_001420,CUST_NAMER_001420,BR_NAMER_0020,2026-06-16,Deposit,553196.06,USD,NAMER,LOAN_NAMER_001048,2026-06-16,2026-06-16,transaction_20260702,Extreme
TXN_00001013,ACC_NAMER_001228,CUST_NAMER_001228,BR_NAMER_0028,2026-06-04,Deposit,421.51,USD,NAMER,LOAN_NAMER_000455,2026-06-04,2026-06-04,transaction_20260702,Small
TXN_00001014,ACC_NAMER_001570,CUST_NAMER_001570,BR_NAMER_0170,2026-06-27,Withdrawal,4591.31,USD,NAMER,LOAN_NAMER_000373,2026-06-27,2026-06-27,transaction_20260702,Medium
TXN_00001015,ACC_NAMER_000786,CUST_NAMER_000786,BR_NAMER_0186,2026-06-28,Card Payment,804.88,USD,NAMER,LOAN_NAMER_000696,2026-06-28,2026-06-28,transaction_20260702,Small
TXN_00001016,ACC_NAMER_000090,CUST_NAMER_000090,BR_NAMER_0090,2026-06-25,Withdrawal,834.08,USD,NAMER,LOAN_NAMER_001459,2026-06-25,2026-06-25,transaction_20260702,Small
TXN_00001017,ACC_NAMER_000567,CUST_NAMER_000567,BR_NAMER_0167,2026-06-14,Loan Payment,896.0,USD,NAMER,LOAN_NAMER_000620,2026-06-14,2026-06-14,transaction_20260702,Small
TXN_00001018,ACC_NAMER_000651,CUST_NAMER_000651,BR_NAMER_0051,2026-06-16,Deposit,2348.44,USD,NAMER,LOAN_NAMER_000850,2026-06-16,2026-06-16,transaction_20260702,Medium
TXN_00001019,ACC_NAMER_000140,CUST_NAMER_000140,BR_NAMER_0140,2026-06-06,Transfer,56853.14,USD,NAMER,LOAN_NAMER_001748,2026-06-06,2026-06-06,transaction_20260702,Large
TXN_00001020,ACC_NAMER_001148,CUST_NAMER_001148,BR_NAMER_0148,2026-06-03,Transfer,936.15,USD,NAMER,LOAN_NAMER_001573,2026-06-03,2026-06-03,transaction_20260702,Small
TXN_00001021,ACC_NAMER_000969,CUST_NAMER_000969,BR_NAMER_0169,2026-06-01,Transfer,7112.98,USD,NAMER,LOAN_NAMER_000603,2026-06-01,2026-06-01,transaction_20260702,Medium
TXN_00001022,ACC_NAMER_000069,CUST_NAMER_000069,BR_NAMER_0069,2026-06-10,Deposit,159.34,USD,NAMER,LOAN_NAMER_000945,2026-06-10,2026-06-10,transaction_20260702,Small
TXN_00001023,ACC_NAMER_000042,CUST_NAMER_000042,BR_NAMER_0042,2026-06-02,Card Payment,8571.46,USD,NAMER,LOAN_NAMER_000273,2026-06-02,2026-06-02,transaction_20260702,Medium
TXN_00001024,ACC_NAMER_000343,CUST_NAMER_000343,BR_NAMER_0143,2026-06-05,Loan Payment,114.42,USD,NAMER,LOAN_NAMER_001443,2026-06-05,2026-06-05,transaction_20260702,Small
TXN_00001025,ACC_NAMER_000855,CUST_NAMER_000855,BR_NAMER_0055,2026-06-25,Withdrawal,3606.17,USD,NAMER,LOAN_NAMER_000940,2026-06-25,2026-06-25,transaction_20260702,Medium
TXN_00001026,ACC_NAMER_001383,CUST_NAMER_001383,BR_NAMER_0183,2026-06-28,Loan Payment,832.57,USD,NAMER,LOAN_NAMER_001581,2026-06-28,2026-06-28,transaction_20260702,Small
TXN_00001027,ACC_NAMER_000089,CUST_NAMER_000089,BR_NAMER_0089,2026-06-29,Deposit,3343.05,USD,NAMER,LOAN_NAMER_000969,2026-06-29,2026-06-29,transaction_20260702,Medium
TXN_00001028,ACC_NAMER_001259,CUST_NAMER_001259,BR_NAMER_0059,2026-06-12,Deposit,7605.31,USD,NAMER,LOAN_NAMER_000256,2026-06-12,2026-06-12,transaction_20260702,Medium
TXN_00001029,ACC_NAMER_001131,CUST_NAMER_001131,BR_NAMER_0131,2026-06-21,Withdrawal,822851.66,USD,NAMER,LOAN_NAMER_000241,2026-06-21,2026-06-21,transaction_20260702,Extreme
TXN_00001030,ACC_NAMER_000834,CUST_NAMER_000834,BR_NAMER_0034,2026-06-05,Withdrawal,104943.36,USD,NAMER,LOAN_NAMER_000978,2026-06-05,2026-06-05,transaction_20260702,Large
TXN_00001031,ACC_NAMER_000194,CUST_NAMER_000194,BR_NAMER_0194,2026-06-07,Card Payment,3012.26,USD,NAMER,LOAN_NAMER_000195,2026-06-07,2026-06-07,transaction_20260702,Medium
TXN_00001032,ACC_NAMER_001437,CUST_NAMER_001437,BR_NAMER_0037,2026-06-09,Loan Payment,3815.57,USD,NAMER,LOAN_NAMER_000132,2026-06-09,2026-06-09,transaction_20260702,Medium
TXN_00001033,ACC_NAMER_001323,CUST_NAMER_001323,BR_NAMER_0123,2026-06-05,Card Payment,928.51,USD,NAMER,LOAN_NAMER_001612,2026-06-05,2026-06-05,transaction_20260702,Small
TXN_00001034,ACC_NAMER_001479,CUST_NAMER_001479,BR_NAMER_0079,2026-06-30,Card Payment,32854.46,USD,NAMER,LOAN_NAMER_000755,2026-06-30,2026-06-30,transaction_20260702,Large
TXN_00001035,ACC_NAMER_000518,CUST_NAMER_000518,BR_NAMER_0118,2026-06-24,Deposit,872.26,USD,NAMER,LOAN_NAMER_001188,2026-06-24,2026-06-24,transaction_20260702,Small
TXN_00001036,ACC_NAMER_001129,CUST_NAMER_001129,BR_NAMER_0129,2026-06-09,Withdrawal,681.45,USD,NAMER,LOAN_NAMER_001279,2026-06-09,2026-06-09,transaction_20260702,Small
TXN_00001037,ACC_NAMER_001480,CUST_NAMER_001480,BR_NAMER_0080,2026-06-27,Withdrawal,978895.46,USD,NAMER,LOAN_NAMER_000383,2026-06-27,2026-06-27,transaction_20260702,Extreme
TXN_00001038,ACC_NAMER_001033,CUST_NAMER_001033,BR_NAMER_0033,2026-06-27,Transfer,19562.03,USD,NAMER,LOAN_NAMER_001506,2026-06-27,2026-06-27,transaction_20260702,Large
TXN_00001039,ACC_NAMER_000866,CUST_NAMER_000866,BR_NAMER_0066,2026-06-06,Withdrawal,272507.04,USD,NAMER,LOAN_NAMER_000272,2026-06-06,2026-06-06,transaction_20260702,Extreme
TXN_00001040,ACC_NAMER_001551,CUST_NAMER_001551,BR_NAMER_0151,2026-06-01,Deposit,66529.54,USD,NAMER,LOAN_NAMER_000451,2026-06-01,2026-06-01,transaction_20260702,Large
TXN_00001041,ACC_NAMER_000201,CUST_NAMER_000201,BR_NAMER_0001,2026-06-06,Withdrawal,10449.36,USD,NAMER,LOAN_NAMER_001095,2026-06-06,2026-06-06,transaction_20260702,Medium
TXN_00001042,ACC_NAMER_001044,CUST_NAMER_001044,BR_NAMER_0044,2026-06-21,Withdrawal,373.99,USD,NAMER,LOAN_NAMER_001508,2026-06-21,2026-06-21,transaction_20260702,Small
TXN_00001043,ACC_NAMER_000502,CUST_NAMER_000502,BR_NAMER_0102,2026-06-04,Deposit,10054.64,USD,NAMER,LOAN_NAMER_000739,2026-06-04,2026-06-04,transaction_20260702,Medium
TXN_00001044,ACC_NAMER_000019,CUST_NAMER_000019,BR_NAMER_0019,2026-06-05,Transfer,5136.56,USD,NAMER,LOAN_NAMER_001210,2026-06-05,2026-06-05,transaction_20260702,Medium
TXN_00001045,ACC_NAMER_001444,CUST_NAMER_001444,BR_NAMER_0044,2026-06-03,Transfer,10495.97,USD,NAMER,LOAN_NAMER_000681,2026-06-03,2026-06-03,transaction_20260702,Medium
TXN_00001046,ACC_NAMER_001352,CUST_NAMER_001352,BR_NAMER_0152,2026-06-20,Loan Payment,7521.21,USD,NAMER,LOAN_NAMER_000839,2026-06-20,2026-06-20,transaction_20260702,Medium
TXN_00001047,ACC_NAMER_000323,CUST_NAMER_000323,BR_NAMER_0123,2026-06-24,Transfer,116.31,USD,NAMER,LOAN_NAMER_001527,2026-06-24,2026-06-24,transaction_20260702,Small
TXN_00001048,ACC_NAMER_001186,CUST_NAMER_001186,BR_NAMER_0186,2026-06-22,Deposit,891208.06,USD,NAMER,LOAN_NAMER_001108,2026-06-22,2026-06-22,transaction_20260702,Extreme
TXN_00001049,ACC_NAMER_001009,CUST_NAMER_001009,BR_NAMER_0009,2026-06-12,Loan Payment,2624.51,USD,NAMER,LOAN_NAMER_000887,2026-06-12,2026-06-12,transaction_20260702,Medium
TXN_00001050,ACC_NAMER_001598,CUST_NAMER_001598,BR_NAMER_0198,2026-06-12,Transfer,116.89,USD,NAMER,LOAN_NAMER_001743,2026-06-12,2026-06-12,transaction_20260702,Small
TXN_00001051,ACC_NAMER_000293,CUST_NAMER_000293,BR_NAMER_0093,2026-06-12,Deposit,53488.61,USD,NAMER,LOAN_NAMER_001714,2026-06-12,2026-06-12,transaction_20260702,Large
TXN_00001052,ACC_NAMER_001019,CUST_NAMER_001019,BR_NAMER_0019,2026-06-02,Deposit,9895.65,USD,NAMER,LOAN_NAMER_001789,2026-06-02,2026-06-02,transaction_20260702,Medium
TXN_00001053,ACC_NAMER_000917,CUST_NAMER_000917,BR_NAMER_0117,2026-06-04,Transfer,5704.71,USD,NAMER,LOAN_NAMER_000010,2026-06-04,2026-06-04,transaction_20260702,Medium
TXN_00001054,ACC_NAMER_000096,CUST_NAMER_000096,BR_NAMER_0096,2026-06-04,Withdrawal,3148.8,USD,NAMER,LOAN_NAMER_001334,2026-06-04,2026-06-04,transaction_20260702,Medium
TXN_00001055,ACC_NAMER_000461,CUST_NAMER_000461,BR_NAMER_0061,2026-06-30,Transfer,5428.5,USD,NAMER,LOAN_NAMER_000549,2026-06-30,2026-06-30,transaction_20260702,Medium
TXN_00001056,ACC_NAMER_000718,CUST_NAMER_000718,BR_NAMER_0118,2026-06-30,Loan Payment,1033.76,USD,NAMER,LOAN_NAMER_001587,2026-06-30,2026-06-30,transaction_20260702,Small
TXN_00001057,ACC_NAMER_000882,CUST_NAMER_000882,BR_NAMER_0082,2026-06-06,Loan Payment,3296.3,USD,NAMER,LOAN_NAMER_001348,2026-06-06,2026-06-06,transaction_20260702,Medium
TXN_00001058,ACC_NAMER_001558,CUST_NAMER_001558,BR_NAMER_0158,2026-06-18,Card Payment,379.49,USD,NAMER,LOAN_NAMER_001626,2026-06-18,2026-06-18,transaction_20260702,Small
TXN_00001059,ACC_NAMER_001132,CUST_NAMER_001132,BR_NAMER_0132,2026-06-25,Loan Payment,410556.2,USD,NAMER,LOAN_NAMER_000115,2026-06-25,2026-06-25,transaction_20260702,Extreme
TXN_00001060,ACC_NAMER_000947,CUST_NAMER_000947,BR_NAMER_0147,2026-06-24,Transfer,664.7,USD,NAMER,LOAN_NAMER_000604,2026-06-24,2026-06-24,transaction_20260702,Small
TXN_00001061,ACC_NAMER_000471,CUST_NAMER_000471,BR_NAMER_0071,2026-06-18,Card Payment,3690.27,USD,NAMER,LOAN_NAMER_001001,2026-06-18,2026-06-18,transaction_20260702,Medium
TXN_00001062,ACC_NAMER_000610,CUST_NAMER_000610,BR_NAMER_0010,2026-06-09,Transfer,5483.01,USD,NAMER,LOAN_NAMER_000267,2026-06-09,2026-06-09,transaction_20260702,Medium
TXN_00001063,ACC_NAMER_001168,CUST_NAMER_001168,BR_NAMER_0168,2026-06-14,Loan Payment,465.16,USD,NAMER,LOAN_NAMER_000761,2026-06-14,2026-06-14,transaction_20260702,Small
TXN_00001064,ACC_NAMER_001511,CUST_NAMER_001511,BR_NAMER_0111,2026-06-30,Card Payment,4237.61,USD,NAMER,LOAN_NAMER_001079,2026-06-30,2026-06-30,transaction_20260702,Medium
TXN_00001065,ACC_NAMER_001041,CUST_NAMER_001041,BR_NAMER_0041,2026-06-22,Withdrawal,296608.44,USD,NAMER,LOAN_NAMER_001011,2026-06-22,2026-06-22,transaction_20260702,Extreme
TXN_00001066,ACC_NAMER_001249,CUST_NAMER_001249,BR_NAMER_0049,2026-06-07,Transfer,379.38,USD,NAMER,LOAN_NAMER_000322,2026-06-07,2026-06-07,transaction_20260702,Small
TXN_00001067,ACC_NAMER_001233,CUST_NAMER_001233,BR_NAMER_0033,2026-06-02,Card Payment,5579.16,USD,NAMER,LOAN_NAMER_000422,2026-06-02,2026-06-02,transaction_20260702,Medium
TXN_00001068,ACC_NAMER_000315,CUST_NAMER_000315,BR_NAMER_0115,2026-06-17,Transfer,6103.73,USD,NAMER,LOAN_NAMER_001568,2026-06-17,2026-06-17,transaction_20260702,Medium
TXN_00001069,ACC_NAMER_000978,CUST_NAMER_000978,BR_NAMER_0178,2026-06-10,Transfer,364.01,USD,NAMER,LOAN_NAMER_000040,2026-06-10,2026-06-10,transaction_20260702,Small
TXN_00001070,ACC_NAMER_001424,CUST_NAMER_001424,BR_NAMER_0024,2026-06-01,Transfer,3624.46,USD,NAMER,LOAN_NAMER_001545,2026-06-01,2026-06-01,transaction_20260702,Medium
TXN_00001071,ACC_NAMER_001481,CUST_NAMER_001481,BR_NAMER_0081,2026-06-08,Withdrawal,3365.86,USD,NAMER,LOAN_NAMER_001379,2026-06-08,2026-06-08,transaction_20260702,Medium
TXN_00001072,ACC_NAMER_000508,CUST_NAMER_000508,BR_NAMER_0108,2026-06-22,Transfer,304.03,USD,NAMER,LOAN_NAMER_000530,2026-06-22,2026-06-22,transaction_20260702,Small
TXN_00001073,ACC_NAMER_001235,CUST_NAMER_001235,BR_NAMER_0035,2026-06-03,Card Payment,102491.82,USD,NAMER,LOAN_NAMER_001376,2026-06-03,2026-06-03,transaction_20260702,Large
TXN_00001074,ACC_NAMER_000749,CUST_NAMER_000749,BR_NAMER_0149,2026-06-04,Transfer,1043.34,USD,NAMER,LOAN_NAMER_001236,2026-06-04,2026-06-04,transaction_20260702,Small
TXN_00001075,ACC_NAMER_001066,CUST_NAMER_001066,BR_NAMER_0066,2026-06-16,Withdrawal,1424.24,USD,NAMER,LOAN_NAMER_000138,2026-06-16,2026-06-16,transaction_20260702,Medium
TXN_00001076,ACC_NAMER_000391,CUST_NAMER_000391,BR_NAMER_0191,2026-06-28,Transfer,1787.03,USD,NAMER,LOAN_NAMER_000595,2026-06-28,2026-06-28,transaction_20260702,Medium
