cash_position_id,account_id,customer_id,branch_id,business_date,opening_balance,closing_balance,available_liquidity,currency_code,region_code,start_date,end_date,baseline
CASHPOS_0000479,ACC_NAMER_000711,CUST_NAMER_000711,BR_NAMER_0111,2026-06-11,1047422.33,934817.14,724161.8,USD,NAMER,2026-06-11,2026-06-12,cash_20260630
CASHPOS_0000480,ACC_NAMER_000671,CUST_NAMER_000671,BR_NAMER_0071,2026-06-19,2091953.07,1986593.07,1810288.1,USD,NAMER,2026-06-19,2026-06-20,cash_20260630
CASHPOS_0000481,ACC_NAMER_001572,CUST_NAMER_001572,BR_NAMER_0172,2026-06-13,5227527.96,5025853.98,4520987.56,USD,NAMER,2026-06-13,2026-06-14,cash_20260630
CASHPOS_0000482,ACC_NAMER_000088,CUST_NAMER_000088,BR_NAMER_0088,2026-06-15,1370761.16,1462786.07,1108498.53,USD,NAMER,2026-06-15,2026-06-16,cash_20260630
CASHPOS_0000483,ACC_NAMER_000577,CUST_NAMER_000577,BR_NAMER_0177,2026-06-25,3717165.09,3818174.1,3474669.21,USD,NAMER,2026-06-25,2026-06-26,cash_20260630
CASHPOS_0000484,ACC_NAMER_000967,CUST_NAMER_000967,BR_NAMER_0167,2026-06-20,382572.56,344716.89,296503.05,USD,NAMER,2026-06-20,2026-06-21,cash_20260630
CASHPOS_0000485,ACC_NAMER_001474,CUST_NAMER_001474,BR_NAMER_0074,2026-06-02,4473940.07,4665846.89,3778307.19,USD,NAMER,2026-06-02,2026-06-03,cash_20260630
CASHPOS_0000486,ACC_NAMER_000534,CUST_NAMER_000534,BR_NAMER_0134,2026-06-18,2959903.27,2726943.25,2232508.48,USD,NAMER,2026-06-18,2026-06-19,cash_20260630
CASHPOS_0000487,ACC_NAMER_000292,CUST_NAMER_000292,BR_NAMER_0092,2026-06-19,824077.35,734366.11,626999.76,USD,NAMER,2026-06-19,2026-06-20,cash_20260630
CASHPOS_0000488,ACC_NAMER_000088,CUST_NAMER_000088,BR_NAMER_0088,2026-06-18,645294.28,658062.72,468054.23,USD,NAMER,2026-06-18,2026-06-19,cash_20260630
CASHPOS_0000489,ACC_NAMER_001164,CUST_NAMER_001164,BR_NAMER_0164,2026-06-25,2408796.67,2198030.08,1627305.14,USD,NAMER,2026-06-25,2026-06-26,cash_20260630
CASHPOS_0000490,ACC_NAMER_000581,CUST_NAMER_000581,BR_NAMER_0181,2026-06-22,322895.7,329627.95,315924.08,USD,NAMER,2026-06-22,2026-06-23,cash_20260630
CASHPOS_0000491,ACC_NAMER_001433,CUST_NAMER_001433,BR_NAMER_0033,2026-06-09,5182093.47,5774506.73,4993344.84,USD,NAMER,2026-06-09,2026-06-10,cash_20260630
CASHPOS_0000492,ACC_NAMER_001272,CUST_NAMER_001272,BR_NAMER_0072,2026-06-08,2800102.58,2894739.6,2239185.5,USD,NAMER,2026-06-08,2026-06-09,cash_20260630
CASHPOS_0000493,ACC_NAMER_000554,CUST_NAMER_000554,BR_NAMER_0154,2026-06-14,5165443.44,4767095.88,3857804.66,USD,NAMER,2026-06-14,2026-06-15,cash_20260630
CASHPOS_0000494,ACC_NAMER_000493,CUST_NAMER_000493,BR_NAMER_0093,2026-06-20,5437971.54,4974621.24,3970793.56,USD,NAMER,2026-06-20,2026-06-21,cash_20260630
CASHPOS_0000495,ACC_NAMER_000565,CUST_NAMER_000565,BR_NAMER_0165,2026-06-20,4780282.44,4861804.96,4437116.99,USD,NAMER,2026-06-20,2026-06-21,cash_20260630
CASHPOS_0000496,ACC_NAMER_001173,CUST_NAMER_001173,BR_NAMER_0173,2026-06-18,2289811.47,2208669.76,1878793.43,USD,NAMER,2026-06-18,2026-06-19,cash_20260630
CASHPOS_0000497,ACC_NAMER_000889,CUST_NAMER_000889,BR_NAMER_0089,2026-06-10,2714730.6,2486358.72,1864894.19,USD,NAMER,2026-06-10,2026-06-11,cash_20260630
CASHPOS_0000498,ACC_NAMER_001422,CUST_NAMER_001422,BR_NAMER_0022,2026-06-26,2727675.63,2438526.4,2275110.96,USD,NAMER,2026-06-26,2026-06-27,cash_20260630
CASHPOS_0000499,ACC_NAMER_001362,CUST_NAMER_001362,BR_NAMER_0162,2026-06-18,3891976.11,4216571.99,3712305.5,USD,NAMER,2026-06-18,2026-06-19,cash_20260630
CASHPOS_0000500,ACC_NAMER_001335,CUST_NAMER_001335,BR_NAMER_0135,2026-06-28,3213680.28,3493070.77,2476263.16,USD,NAMER,2026-06-28,2026-06-29,cash_20260630
CASHPOS_0000501,ACC_NAMER_001210,CUST_NAMER_001210,BR_NAMER_0010,2026-06-01,642770.29,674550.58,580038.09,USD,NAMER,2026-06-01,2026-06-02,cash_20260630
CASHPOS_0000502,ACC_NAMER_000585,CUST_NAMER_000585,BR_NAMER_0185,2026-06-06,2307732.99,2340881.58,2124818.6,USD,NAMER,2026-06-06,2026-06-07,cash_20260630
CASHPOS_0000503,ACC_NAMER_000215,CUST_NAMER_000215,BR_NAMER_0015,2026-06-05,1086351.06,1163146.16,1101110.2,USD,NAMER,2026-06-05,2026-06-06,cash_20260630
CASHPOS_0000504,ACC_NAMER_001492,CUST_NAMER_001492,BR_NAMER_0092,2026-06-29,2390000.74,2373687.09,2276176.81,USD,NAMER,2026-06-29,2026-06-30,cash_20260630
CASHPOS_0000505,ACC_NAMER_000071,CUST_NAMER_000071,BR_NAMER_0071,2026-06-30,5375706.17,5243699.92,4906829.88,USD,NAMER,2026-06-30,2026-07-01,cash_20260630
CASHPOS_0000506,ACC_NAMER_001119,CUST_NAMER_001119,BR_NAMER_0119,2026-06-02,2324067.85,2127691.89,1544499.56,USD,NAMER,2026-06-02,2026-06-03,cash_20260630
CASHPOS_0000507,ACC_NAMER_000215,CUST_NAMER_000215,BR_NAMER_0015,2026-06-28,1511381.26,1369385.62,1043249.47,USD,NAMER,2026-06-28,2026-06-29,cash_20260630
CASHPOS_0000508,ACC_NAMER_000241,CUST_NAMER_000241,BR_NAMER_0041,2026-06-11,2278086.97,2133935.7,1903608.28,USD,NAMER,2026-06-11,2026-06-12,cash_20260630
CASHPOS_0000509,ACC_NAMER_001305,CUST_NAMER_001305,BR_NAMER_0105,2026-06-26,4949354.83,5269224.24,3783027.82,USD,NAMER,2026-06-26,2026-06-27,cash_20260630
CASHPOS_0000510,ACC_NAMER_001203,CUST_NAMER_001203,BR_NAMER_0003,2026-06-02,1771648.19,1903740.28,1334579.43,USD,NAMER,2026-06-02,2026-06-03,cash_20260630
CASHPOS_0000511,ACC_NAMER_001578,CUST_NAMER_001578,BR_NAMER_0178,2026-06-20,4222061.45,4411343.04,4233759.26,USD,NAMER,2026-06-20,2026-06-21,cash_20260630
CASHPOS_0000512,ACC_NAMER_000590,CUST_NAMER_000590,BR_NAMER_0190,2026-06-23,2248705.34,2291476.82,2213072.46,USD,NAMER,2026-06-23,2026-06-24,cash_20260630
CASHPOS_0000513,ACC_NAMER_000187,CUST_NAMER_000187,BR_NAMER_0187,2026-06-24,1191011.86,1064470.54,970705.9,USD,NAMER,2026-06-24,2026-06-25,cash_20260630
CASHPOS_0000514,ACC_NAMER_000890,CUST_NAMER_000890,BR_NAMER_0090,2026-06-08,4843984.69,5260939.56,4904368.99,USD,NAMER,2026-06-08,2026-06-09,cash_20260630
CASHPOS_0000515,ACC_NAMER_000113,CUST_NAMER_000113,BR_NAMER_0113,2026-06-22,5476842.79,5290519.22,5088015.56,USD,NAMER,2026-06-22,2026-06-23,cash_20260630
CASHPOS_0000516,ACC_NAMER_000051,CUST_NAMER_000051,BR_NAMER_0051,2026-06-27,5251600.39,5051721.48,3875938.46,USD,NAMER,2026-06-27,2026-06-28,cash_20260630
CASHPOS_0000517,ACC_NAMER_000655,CUST_NAMER_000655,BR_NAMER_0055,2026-06-18,4186238.87,3909405.98,3081716.64,USD,NAMER,2026-06-18,2026-06-19,cash_20260630
CASHPOS_0000518,ACC_NAMER_001261,CUST_NAMER_001261,BR_NAMER_0061,2026-06-14,3175917.81,3459119.11,2495834.99,USD,NAMER,2026-06-14,2026-06-15,cash_20260630
CASHPOS_0000519,ACC_NAMER_001111,CUST_NAMER_001111,BR_NAMER_0111,2026-06-24,5151843.78,5500107.03,4439574.0,USD,NAMER,2026-06-24,2026-06-25,cash_20260630
CASHPOS_0000520,ACC_NAMER_000394,CUST_NAMER_000394,BR_NAMER_0194,2026-06-20,771638.59,848757.71,659856.49,USD,NAMER,2026-06-20,2026-06-21,cash_20260630
CASHPOS_0000521,ACC_NAMER_000408,CUST_NAMER_000408,BR_NAMER_0008,2026-06-23,5237309.79,5853506.32,4701800.85,USD,NAMER,2026-06-23,2026-06-24,cash_20260630
CASHPOS_0000522,ACC_NAMER_001207,CUST_NAMER_001207,BR_NAMER_0007,2026-06-23,4697897.81,4713818.97,3310736.19,USD,NAMER,2026-06-23,2026-06-24,cash_20260630
CASHPOS_0000523,ACC_NAMER_001356,CUST_NAMER_001356,BR_NAMER_0156,2026-06-09,5106009.64,5215074.24,4215453.29,USD,NAMER,2026-06-09,2026-06-10,cash_20260630
CASHPOS_0000524,ACC_NAMER_000270,CUST_NAMER_000270,BR_NAMER_0070,2026-06-17,4560909.64,4671690.99,3876357.33,USD,NAMER,2026-06-17,2026-06-18,cash_20260630
CASHPOS_0000525,ACC_NAMER_001170,CUST_NAMER_001170,BR_NAMER_0170,2026-06-10,2834993.34,3104630.03,2265567.34,USD,NAMER,2026-06-10,2026-06-11,cash_20260630
CASHPOS_0000526,ACC_NAMER_000766,CUST_NAMER_000766,BR_NAMER_0166,2026-06-21,695213.31,765824.73,540359.01,USD,NAMER,2026-06-21,2026-06-22,cash_20260630
CASHPOS_0000527,ACC_NAMER_001379,CUST_NAMER_001379,BR_NAMER_0179,2026-06-05,884665.72,810443.3,645648.12,USD,NAMER,2026-06-05,2026-06-06,cash_20260630
CASHPOS_0000528,ACC_NAMER_001351,CUST_NAMER_001351,BR_NAMER_0151,2026-06-10,4535197.5,4369615.01,3501049.25,USD,NAMER,2026-06-10,2026-06-11,cash_20260630
CASHPOS_0000529,ACC_NAMER_000894,CUST_NAMER_000894,BR_NAMER_0094,2026-06-29,3480614.5,3457422.6,3065541.93,USD,NAMER,2026-06-29,2026-06-30,cash_20260630
CASHPOS_0000530,ACC_NAMER_001090,CUST_NAMER_001090,BR_NAMER_0090,2026-06-20,59920.07,61469.03,49447.03,USD,NAMER,2026-06-20,2026-06-21,cash_20260630
CASHPOS_0000531,ACC_NAMER_001221,CUST_NAMER_001221,BR_NAMER_0021,2026-06-11,182742.52,176039.25,140904.21,USD,NAMER,2026-06-11,2026-06-12,cash_20260630
CASHPOS_0000532,ACC_NAMER_001516,CUST_NAMER_001516,BR_NAMER_0116,2026-06-28,1439577.2,1482273.39,1240711.85,USD,NAMER,2026-06-28,2026-06-29,cash_20260630
CASHPOS_0000533,ACC_NAMER_001057,CUST_NAMER_001057,BR_NAMER_0057,2026-06-24,1676275.41,1768758.51,1354537.98,USD,NAMER,2026-06-24,2026-06-25,cash_20260630
CASHPOS_0000534,ACC_NAMER_001038,CUST_NAMER_001038,BR_NAMER_0038,2026-06-20,840815.72,934583.57,661224.95,USD,NAMER,2026-06-20,2026-06-21,cash_20260630
CASHPOS_0000535,ACC_NAMER_000978,CUST_NAMER_000978,BR_NAMER_0178,2026-06-17,4019271.27,4323212.75,4113518.17,USD,NAMER,2026-06-17,2026-06-18,cash_20260630
CASHPOS_0000536,ACC_NAMER_000212,CUST_NAMER_000212,BR_NAMER_0012,2026-06-18,3138888.69,2926498.39,2058822.05,USD,NAMER,2026-06-18,2026-06-19,cash_20260630
CASHPOS_0000537,ACC_NAMER_000597,CUST_NAMER_000597,BR_NAMER_0197,2026-06-21,3158120.04,3138845.72,2239247.13,USD,NAMER,2026-06-21,2026-06-22,cash_20260630
CASHPOS_0000538,ACC_NAMER_000542,CUST_NAMER_000542,BR_NAMER_0142,2026-06-03,5065201.47,5369675.2,4948455.0,USD,NAMER,2026-06-03,2026-06-04,cash_20260630
CASHPOS_0000539,ACC_NAMER_001281,CUST_NAMER_001281,BR_NAMER_0081,2026-06-21,374771.91,342773.19,328329.58,USD,NAMER,2026-06-21,2026-06-22,cash_20260630
CASHPOS_0000540,ACC_NAMER_000971,CUST_NAMER_000971,BR_NAMER_0171,2026-06-03,5253132.2,5068441.67,4207316.81,USD,NAMER,2026-06-03,2026-06-04,cash_20260630
CASHPOS_0000541,ACC_NAMER_001143,CUST_NAMER_001143,BR_NAMER_0143,2026-06-10,3464985.62,3656635.47,2694241.4,USD,NAMER,2026-06-10,2026-06-11,cash_20260630
CASHPOS_0000542,ACC_NAMER_000638,CUST_NAMER_000638,BR_NAMER_0038,2026-06-12,1561937.82,1574280.38,1146034.02,USD,NAMER,2026-06-12,2026-06-13,cash_20260630
CASHPOS_0000543,ACC_NAMER_001344,CUST_NAMER_001344,BR_NAMER_0144,2026-06-15,4674871.31,5214646.79,4208163.64,USD,NAMER,2026-06-15,2026-06-16,cash_20260630
CASHPOS_0000544,ACC_NAMER_000736,CUST_NAMER_000736,BR_NAMER_0136,2026-06-21,1237180.87,1167584.01,844397.04,USD,NAMER,2026-06-21,2026-06-22,cash_20260630
CASHPOS_0000545,ACC_NAMER_001564,CUST_NAMER_001564,BR_NAMER_0164,2026-06-18,647213.81,698401.12,578524.64,USD,NAMER,2026-06-18,2026-06-19,cash_20260630
CASHPOS_0000546,ACC_NAMER_000894,CUST_NAMER_000894,BR_NAMER_0094,2026-06-17,1623503.54,1758845.74,1503072.5,USD,NAMER,2026-06-17,2026-06-18,cash_20260630
CASHPOS_0000547,ACC_NAMER_001219,CUST_NAMER_001219,BR_NAMER_0019,2026-06-15,1381555.37,1268101.75,1046806.66,USD,NAMER,2026-06-15,2026-06-16,cash_20260630
CASHPOS_0000548,ACC_NAMER_000045,CUST_NAMER_000045,BR_NAMER_0045,2026-06-26,899146.66,971160.68,947166.77,USD,NAMER,2026-06-26,2026-06-27,cash_20260630
CASHPOS_0000549,ACC_NAMER_000712,CUST_NAMER_000712,BR_NAMER_0112,2026-06-25,2230753.06,2484617.06,1849186.35,USD,NAMER,2026-06-25,2026-06-26,cash_20260630
CASHPOS_0000550,ACC_NAMER_000489,CUST_NAMER_000489,BR_NAMER_0089,2026-06-30,3982169.35,3615786.95,3025712.2,USD,NAMER,2026-06-30,2026-07-01,cash_20260630
CASHPOS_0000551,ACC_NAMER_000525,CUST_NAMER_000525,BR_NAMER_0125,2026-06-02,445688.18,410555.2,390754.85,USD,NAMER,2026-06-02,2026-06-03,cash_20260630
CASHPOS_0000552,ACC_NAMER_000090,CUST_NAMER_000090,BR_NAMER_0090,2026-06-23,2912997.22,2851289.49,2641463.32,USD,NAMER,2026-06-23,2026-06-24,cash_20260630
CASHPOS_0000553,ACC_NAMER_000757,CUST_NAMER_000757,BR_NAMER_0157,2026-06-21,4431170.32,4945308.22,4811027.68,USD,NAMER,2026-06-21,2026-06-22,cash_20260630
CASHPOS_0000554,ACC_NAMER_001374,CUST_NAMER_001374,BR_NAMER_0174,2026-06-15,1341364.65,1426122.52,1037067.66,USD,NAMER,2026-06-15,2026-06-16,cash_20260630
CASHPOS_0000555,ACC_NAMER_001104,CUST_NAMER_001104,BR_NAMER_0104,2026-06-03,1264237.22,1257043.73,1228630.28,USD,NAMER,2026-06-03,2026-06-04,cash_20260630
CASHPOS_0000556,ACC_NAMER_000909,CUST_NAMER_000909,BR_NAMER_0109,2026-06-12,3017195.42,2992215.19,2243870.76,USD,NAMER,2026-06-12,2026-06-13,cash_20260630
CASHPOS_0000557,ACC_NAMER_000230,CUST_NAMER_000230,BR_NAMER_0030,2026-06-30,981871.42,1085487.15,854779.14,USD,NAMER,2026-06-30,2026-07-01,cash_20260630
CASHPOS_0000558,ACC_NAMER_000735,CUST_NAMER_000735,BR_NAMER_0135,2026-06-06,2227821.56,2291369.06,1961816.96,USD,NAMER,2026-06-06,2026-06-07,cash_20260630
CASHPOS_0000559,ACC_NAMER_000486,CUST_NAMER_000486,BR_NAMER_0086,2026-06-08,4124401.8,4554361.68,3461166.66,USD,NAMER,2026-06-08,2026-06-09,cash_20260630
CASHPOS_0000560,ACC_NAMER_000662,CUST_NAMER_000662,BR_NAMER_0062,2026-06-29,1108602.58,1010684.83,890335.2,USD,NAMER,2026-06-29,2026-06-30,cash_20260630
CASHPOS_0000561,ACC_NAMER_000287,CUST_NAMER_000287,BR_NAMER_0087,2026-06-18,1343658.2,1436319.14,1104570.86,USD,NAMER,2026-06-18,2026-06-19,cash_20260630
CASHPOS_0000562,ACC_NAMER_000474,CUST_NAMER_000474,BR_NAMER_0074,2026-06-13,3701871.62,3971191.76,3865546.18,USD,NAMER,2026-06-13,2026-06-14,cash_20260630
CASHPOS_0000563,ACC_NAMER_000632,CUST_NAMER_000632,BR_NAMER_0032,2026-06-15,4903658.2,5238392.37,4574844.78,USD,NAMER,2026-06-15,2026-06-16,cash_20260630
CASHPOS_0000564,ACC_NAMER_001184,CUST_NAMER_001184,BR_NAMER_0184,2026-06-13,4633798.37,4768817.76,3905055.15,USD,NAMER,2026-06-13,2026-06-14,cash_20260630
CASHPOS_0000565,ACC_NAMER_001298,CUST_NAMER_001298,BR_NAMER_0098,2026-06-16,74635.24,66403.28,54830.24,USD,NAMER,2026-06-16,2026-06-17,cash_20260630
CASHPOS_0000566,ACC_NAMER_000450,CUST_NAMER_000450,BR_NAMER_0050,2026-06-07,560718.76,599325.95,437163.27,USD,NAMER,2026-06-07,2026-06-08,cash_20260630
CASHPOS_0000567,ACC_NAMER_000789,CUST_NAMER_000789,BR_NAMER_0189,2026-06-18,3663494.21,3555094.24,3424657.14,USD,NAMER,2026-06-18,2026-06-19,cash_20260630
CASHPOS_0000568,ACC_NAMER_001451,CUST_NAMER_001451,BR_NAMER_0051,2026-06-25,3100907.74,3405058.01,3185456.59,USD,NAMER,2026-06-25,2026-06-26,cash_20260630
CASHPOS_0000569,ACC_NAMER_000324,CUST_NAMER_000324,BR_NAMER_0124,2026-06-22,391223.81,371296.72,295961.42,USD,NAMER,2026-06-22,2026-06-23,cash_20260630
CASHPOS_0000570,ACC_NAMER_000171,CUST_NAMER_000171,BR_NAMER_0171,2026-06-06,2871501.51,2810398.3,2536051.37,USD,NAMER,2026-06-06,2026-06-07,cash_20260630
CASHPOS_0000571,ACC_NAMER_001522,CUST_NAMER_001522,BR_NAMER_0122,2026-06-01,3525234.56,3821017.02,3473813.1,USD,NAMER,2026-06-01,2026-06-02,cash_20260630
CASHPOS_0000572,ACC_NAMER_001229,CUST_NAMER_001229,BR_NAMER_0029,2026-06-30,3756623.83,3776919.71,3113366.91,USD,NAMER,2026-06-30,2026-07-01,cash_20260630
CASHPOS_0000573,ACC_NAMER_000406,CUST_NAMER_000406,BR_NAMER_0006,2026-06-20,1944258.0,1763534.23,1435943.4,USD,NAMER,2026-06-20,2026-06-21,cash_20260630
CASHPOS_0000574,ACC_NAMER_001417,CUST_NAMER_001417,BR_NAMER_0017,2026-06-15,921447.34,817704.88,716492.34,USD,NAMER,2026-06-15,2026-06-16,cash_20260630
CASHPOS_0000575,ACC_NAMER_001250,CUST_NAMER_001250,BR_NAMER_0050,2026-06-09,1517961.12,1699942.39,1452443.1,USD,NAMER,2026-06-09,2026-06-10,cash_20260630
CASHPOS_0000576,ACC_NAMER_000486,CUST_NAMER_000486,BR_NAMER_0086,2026-06-13,439199.09,490132.48,475909.32,USD,NAMER,2026-06-13,2026-06-14,cash_20260630
CASHPOS_0000577,ACC_NAMER_000870,CUST_NAMER_000870,BR_NAMER_0070,2026-06-25,3391782.7,3381788.0,2959588.4,USD,NAMER,2026-06-25,2026-06-26,cash_20260630
CASHPOS_0000578,ACC_NAMER_001594,CUST_NAMER_001594,BR_NAMER_0194,2026-06-03,4667331.86,4307214.57,3793097.76,USD,NAMER,2026-06-03,2026-06-04,cash_20260630
CASHPOS_0000579,ACC_NAMER_000540,CUST_NAMER_000540,BR_NAMER_0140,2026-06-20,5004777.93,5218470.37,4441003.36,USD,NAMER,2026-06-20,2026-06-21,cash_20260630
CASHPOS_0000580,ACC_NAMER_000035,CUST_NAMER_000035,BR_NAMER_0035,2026-06-03,1898097.12,1676495.91,1284216.25,USD,NAMER,2026-06-03,2026-06-04,cash_20260630
CASHPOS_0000581,ACC_NAMER_001507,CUST_NAMER_001507,BR_NAMER_0107,2026-06-24,4666063.03,4550198.31,3216406.19,USD,NAMER,2026-06-24,2026-06-25,cash_20260630
CASHPOS_0000582,ACC_NAMER_000736,CUST_NAMER_000736,BR_NAMER_0136,2026-06-21,5115248.46,4618503.34,3471332.9,USD,NAMER,2026-06-21,2026-06-22,cash_20260630
CASHPOS_0000583,ACC_NAMER_001465,CUST_NAMER_001465,BR_NAMER_0065,2026-06-22,1878101.02,1819378.84,1389268.58,USD,NAMER,2026-06-22,2026-06-23,cash_20260630
CASHPOS_0000584,ACC_NAMER_000848,CUST_NAMER_000848,BR_NAMER_0048,2026-06-15,1604575.12,1529881.97,1446432.93,USD,NAMER,2026-06-15,2026-06-16,cash_20260630
CASHPOS_0000585,ACC_NAMER_001592,CUST_NAMER_001592,BR_NAMER_0192,2026-06-16,3985167.76,3776956.86,3414406.07,USD,NAMER,2026-06-16,2026-06-17,cash_20260630
CASHPOS_0000586,ACC_NAMER_001573,CUST_NAMER_001573,BR_NAMER_0173,2026-06-20,1139451.35,1018721.46,943168.09,USD,NAMER,2026-06-20,2026-06-21,cash_20260630
CASHPOS_0000587,ACC_NAMER_000431,CUST_NAMER_000431,BR_NAMER_0031,2026-06-18,5074944.37,5591739.98,5067920.22,USD,NAMER,2026-06-18,2026-06-19,cash_20260630
CASHPOS_0000588,ACC_NAMER_001486,CUST_NAMER_001486,BR_NAMER_0086,2026-06-16,4760246.86,4899534.07,3980566.7,USD,NAMER,2026-06-16,2026-06-17,cash_20260630
CASHPOS_0000589,ACC_NAMER_000495,CUST_NAMER_000495,BR_NAMER_0095,2026-06-13,1747505.55,1752935.72,1627437.51,USD,NAMER,2026-06-13,2026-06-14,cash_20260630
CASHPOS_0000590,ACC_NAMER_000097,CUST_NAMER_000097,BR_NAMER_0097,2026-06-18,1586051.09,1636765.42,1193931.85,USD,NAMER,2026-06-18,2026-06-19,cash_20260630
CASHPOS_0000591,ACC_NAMER_000200,CUST_NAMER_000200,BR_NAMER_0200,2026-06-05,5377286.23,5615528.8,4540009.23,USD,NAMER,2026-06-05,2026-06-06,cash_20260630
CASHPOS_0000592,ACC_NAMER_000091,CUST_NAMER_000091,BR_NAMER_0091,2026-06-28,4768676.55,4302613.05,3546035.46,USD,NAMER,2026-06-28,2026-06-29,cash_20260630
CASHPOS_0000593,ACC_NAMER_000571,CUST_NAMER_000571,BR_NAMER_0171,2026-06-20,5256013.02,5415086.68,4222639.8,USD,NAMER,2026-06-20,2026-06-21,cash_20260630
CASHPOS_0000594,ACC_NAMER_000098,CUST_NAMER_000098,BR_NAMER_0098,2026-06-19,2030944.62,1978923.41,1436031.13,USD,NAMER,2026-06-19,2026-06-20,cash_20260630
CASHPOS_0000595,ACC_NAMER_000223,CUST_NAMER_000223,BR_NAMER_0023,2026-06-30,473305.88,494485.77,404639.8,USD,NAMER,2026-06-30,2026-07-01,cash_20260630
CASHPOS_0000596,ACC_NAMER_000902,CUST_NAMER_000902,BR_NAMER_0102,2026-06-14,2600192.43,2822697.09,2598860.96,USD,NAMER,2026-06-14,2026-06-15,cash_20260630
CASHPOS_0000597,ACC_NAMER_000334,CUST_NAMER_000334,BR_NAMER_0134,2026-06-17,1114778.02,1213949.61,882087.62,USD,NAMER,2026-06-17,2026-06-18,cash_20260630
CASHPOS_0000598,ACC_NAMER_000740,CUST_NAMER_000740,BR_NAMER_0140,2026-06-16,880662.51,813380.28,763212.2,USD,NAMER,2026-06-16,2026-06-17,cash_20260630
CASHPOS_0000599,ACC_NAMER_000092,CUST_NAMER_000092,BR_NAMER_0092,2026-06-23,3748324.3,3430153.04,2694089.8,USD,NAMER,2026-06-23,2026-06-24,cash_20260630
CASHPOS_0000600,ACC_NAMER_000752,CUST_NAMER_000752,BR_NAMER_0152,2026-06-28,1213248.68,1089528.13,1016786.35,USD,NAMER,2026-06-28,2026-06-29,cash_20260630
CASHPOS_0000601,ACC_NAMER_001209,CUST_NAMER_001209,BR_NAMER_0009,2026-06-05,216520.17,231527.53,187784.19,USD,NAMER,2026-06-05,2026-06-06,cash_20260630
CASHPOS_0000602,ACC_NAMER_001169,CUST_NAMER_001169,BR_NAMER_0169,2026-06-27,4297373.84,4041301.97,3239579.12,USD,NAMER,2026-06-27,2026-06-28,cash_20260630
CASHPOS_0000603,ACC_NAMER_001585,CUST_NAMER_001585,BR_NAMER_0185,2026-06-27,5351201.56,5231056.57,4851881.68,USD,NAMER,2026-06-27,2026-06-28,cash_20260630
CASHPOS_0000604,ACC_NAMER_000133,CUST_NAMER_000133,BR_NAMER_0133,2026-06-05,3369914.96,3409189.08,2572898.4,USD,NAMER,2026-06-05,2026-06-06,cash_20260630
CASHPOS_0000605,ACC_NAMER_000689,CUST_NAMER_000689,BR_NAMER_0089,2026-06-11,237909.21,221967.88,207567.16,USD,NAMER,2026-06-11,2026-06-12,cash_20260630
CASHPOS_0000606,ACC_NAMER_000095,CUST_NAMER_000095,BR_NAMER_0095,2026-06-17,897558.38,1003333.72,879937.92,USD,NAMER,2026-06-17,2026-06-18,cash_20260630
CASHPOS_0000607,ACC_NAMER_001568,CUST_NAMER_001568,BR_NAMER_0168,2026-06-19,3603309.87,3224202.99,2635563.3,USD,NAMER,2026-06-19,2026-06-20,cash_20260630
CASHPOS_0000608,ACC_NAMER_000793,CUST_NAMER_000793,BR_NAMER_0193,2026-06-07,2344224.13,2459400.96,2326808.5,USD,NAMER,2026-06-07,2026-06-08,cash_20260630
CASHPOS_0000609,ACC_NAMER_001168,CUST_NAMER_001168,BR_NAMER_0168,2026-06-16,1364321.11,1495591.98,1390886.31,USD,NAMER,2026-06-16,2026-06-17,cash_20260630
CASHPOS_0000610,ACC_NAMER_000454,CUST_NAMER_000454,BR_NAMER_0054,2026-06-24,5183217.48,5183209.65,3940370.31,USD,NAMER,2026-06-24,2026-06-25,cash_20260630
CASHPOS_0000611,ACC_NAMER_001285,CUST_NAMER_001285,BR_NAMER_0085,2026-06-02,3003779.26,3147680.26,2967521.91,USD,NAMER,2026-06-02,2026-06-03,cash_20260630
CASHPOS_0000612,ACC_NAMER_000386,CUST_NAMER_000386,BR_NAMER_0186,2026-06-26,3725660.05,3927824.01,3008991.06,USD,NAMER,2026-06-26,2026-06-27,cash_20260630
CASHPOS_0000613,ACC_NAMER_000490,CUST_NAMER_000490,BR_NAMER_0090,2026-06-21,1979193.13,1958456.68,1588519.51,USD,NAMER,2026-06-21,2026-06-22,cash_20260630
CASHPOS_0000614,ACC_NAMER_001105,CUST_NAMER_001105,BR_NAMER_0105,2026-06-18,3609609.21,3882321.59,2750968.42,USD,NAMER,2026-06-18,2026-06-19,cash_20260630
CASHPOS_0000615,ACC_NAMER_000546,CUST_NAMER_000546,BR_NAMER_0146,2026-06-11,2192482.46,2451180.27,2313801.2,USD,NAMER,2026-06-11,2026-06-12,cash_20260630
CASHPOS_0000616,ACC_NAMER_000122,CUST_NAMER_000122,BR_NAMER_0122,2026-06-22,530154.48,559251.54,437127.67,USD,NAMER,2026-06-22,2026-06-23,cash_20260630
CASHPOS_0000617,ACC_NAMER_001203,CUST_NAMER_001203,BR_NAMER_0003,2026-06-17,1910613.44,2068846.79,2020737.16,USD,NAMER,2026-06-17,2026-06-18,cash_20260630
CASHPOS_0000618,ACC_NAMER_000353,CUST_NAMER_000353,BR_NAMER_0153,2026-06-01,3566792.92,3899158.72,3541863.1,USD,NAMER,2026-06-01,2026-06-02,cash_20260630
