intraday_id,account_id,customer_id,loan_id,branch_id,as_of_timestamp,inflow_amount,outflow_amount,net_position,currency_code,region_code,start_date,end_date,baseline
INTRA_00000656,ACC_NAMER_000188,CUST_NAMER_000188,LOAN_NAMER_001174,BR_NAMER_0013,2026-06-30 20:59:11,10031.66,5875.83,4155.83,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000657,ACC_NAMER_000235,CUST_NAMER_000235,LOAN_NAMER_000571,BR_NAMER_0010,2026-06-30 00:46:27,911478.06,931742.84,-20264.78,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000658,ACC_NAMER_000183,CUST_NAMER_000183,LOAN_NAMER_001548,BR_NAMER_0008,2026-06-30 10:22:40,543.86,792.34,-248.48,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000659,ACC_NAMER_000287,CUST_NAMER_000287,LOAN_NAMER_001384,BR_NAMER_0012,2026-06-30 00:38:57,410618.94,529156.8,-118537.86,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000660,ACC_NAMER_000123,CUST_NAMER_000123,LOAN_NAMER_000461,BR_NAMER_0023,2026-06-30 23:26:06,4011.47,2819.27,1192.2,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000661,ACC_NAMER_000158,CUST_NAMER_000158,LOAN_NAMER_000194,BR_NAMER_0008,2026-06-30 20:57:45,2123.27,8578.57,-6455.3,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000662,ACC_NAMER_000013,CUST_NAMER_000013,LOAN_NAMER_000766,BR_NAMER_0013,2026-06-30 00:10:09,541172.94,232353.11,308819.83,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000663,ACC_NAMER_000054,CUST_NAMER_000054,LOAN_NAMER_000545,BR_NAMER_0004,2026-06-30 16:48:45,1018052.13,436543.13,581509.0,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000664,ACC_NAMER_000277,CUST_NAMER_000277,LOAN_NAMER_001629,BR_NAMER_0002,2026-06-30 10:21:12,8936.45,2095.4,6841.05,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000665,ACC_NAMER_000043,CUST_NAMER_000043,LOAN_NAMER_000969,BR_NAMER_0018,2026-06-30 04:46:18,3415.49,5119.68,-1704.19,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000666,ACC_NAMER_000267,CUST_NAMER_000267,LOAN_NAMER_000500,BR_NAMER_0017,2026-06-30 14:39:57,2590659.05,1817099.34,773559.71,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000667,ACC_NAMER_000109,CUST_NAMER_000109,LOAN_NAMER_001473,BR_NAMER_0009,2026-06-30 01:20:50,4628.0,4401.49,226.51,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000668,ACC_NAMER_000166,CUST_NAMER_000166,LOAN_NAMER_001670,BR_NAMER_0016,2026-06-30 19:25:22,527.81,741.38,-213.57,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000669,ACC_NAMER_000106,CUST_NAMER_000106,LOAN_NAMER_000248,BR_NAMER_0006,2026-06-30 19:12:22,309.85,338.57,-28.72,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000670,ACC_NAMER_000051,CUST_NAMER_000051,LOAN_NAMER_000163,BR_NAMER_0001,2026-06-30 01:25:27,431.55,614.77,-183.22,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000671,ACC_NAMER_000204,CUST_NAMER_000204,LOAN_NAMER_001264,BR_NAMER_0004,2026-06-30 12:17:02,5695.21,7902.31,-2207.1,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000672,ACC_NAMER_000043,CUST_NAMER_000043,LOAN_NAMER_000698,BR_NAMER_0018,2026-06-30 23:28:32,1078.14,1585.87,-507.73,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000673,ACC_NAMER_000283,CUST_NAMER_000283,LOAN_NAMER_000989,BR_NAMER_0008,2026-06-30 00:35:32,1039.79,1008.03,31.76,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000674,ACC_NAMER_000085,CUST_NAMER_000085,LOAN_NAMER_000479,BR_NAMER_0010,2026-06-30 02:31:43,3554.22,6074.07,-2519.85,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000675,ACC_NAMER_000217,CUST_NAMER_000217,LOAN_NAMER_000810,BR_NAMER_0017,2026-06-30 17:06:29,576.33,797.68,-221.35,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000676,ACC_NAMER_000158,CUST_NAMER_000158,LOAN_NAMER_000127,BR_NAMER_0008,2026-06-30 03:27:47,516.31,897.54,-381.23,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000677,ACC_NAMER_000127,CUST_NAMER_000127,LOAN_NAMER_001448,BR_NAMER_0002,2026-06-30 15:06:45,4153.02,6480.71,-2327.69,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000678,ACC_NAMER_000191,CUST_NAMER_000191,LOAN_NAMER_000803,BR_NAMER_0016,2026-06-30 10:57:32,1939.47,9598.57,-7659.1,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000679,ACC_NAMER_000266,CUST_NAMER_000266,LOAN_NAMER_000371,BR_NAMER_0016,2026-06-30 10:00:02,6511.26,5915.28,595.98,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000680,ACC_NAMER_000060,CUST_NAMER_000060,LOAN_NAMER_000143,BR_NAMER_0010,2026-06-30 11:32:54,90554.11,106384.59,-15830.48,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000681,ACC_NAMER_000283,CUST_NAMER_000283,LOAN_NAMER_000443,BR_NAMER_0008,2026-06-30 12:35:27,10751.28,10550.65,200.63,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000682,ACC_NAMER_000062,CUST_NAMER_000062,LOAN_NAMER_001357,BR_NAMER_0012,2026-06-30 14:34:33,10443.58,5638.72,4804.86,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000683,ACC_NAMER_000126,CUST_NAMER_000126,LOAN_NAMER_000999,BR_NAMER_0001,2026-06-30 02:54:15,6715.79,6388.0,327.79,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000684,ACC_NAMER_000172,CUST_NAMER_000172,LOAN_NAMER_000588,BR_NAMER_0022,2026-06-30 20:15:35,3903.49,10517.65,-6614.16,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000685,ACC_NAMER_000063,CUST_NAMER_000063,LOAN_NAMER_001552,BR_NAMER_0013,2026-06-30 11:24:08,228.75,209.08,19.67,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000686,ACC_NAMER_000260,CUST_NAMER_000260,LOAN_NAMER_001008,BR_NAMER_0010,2026-06-30 17:58:45,10588.14,17459.29,-6871.15,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000687,ACC_NAMER_000016,CUST_NAMER_000016,LOAN_NAMER_001703,BR_NAMER_0016,2026-06-30 22:17:38,1333.64,10442.02,-9108.38,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000688,ACC_NAMER_000179,CUST_NAMER_000179,LOAN_NAMER_000765,BR_NAMER_0004,2026-06-30 01:42:49,58496.7,59002.82,-506.12,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000689,ACC_NAMER_000101,CUST_NAMER_000101,LOAN_NAMER_001145,BR_NAMER_0001,2026-06-30 14:19:14,5900.26,9085.74,-3185.48,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000690,ACC_NAMER_000176,CUST_NAMER_000176,LOAN_NAMER_000413,BR_NAMER_0001,2026-06-30 10:51:57,533035.67,196272.32,336763.35,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000691,ACC_NAMER_000193,CUST_NAMER_000193,LOAN_NAMER_001602,BR_NAMER_0018,2026-06-30 16:33:02,969307.57,661975.94,307331.63,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000692,ACC_NAMER_000273,CUST_NAMER_000273,LOAN_NAMER_000771,BR_NAMER_0023,2026-06-30 17:57:42,5352.2,7227.47,-1875.27,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000693,ACC_NAMER_000261,CUST_NAMER_000261,LOAN_NAMER_001254,BR_NAMER_0011,2026-06-30 23:20:29,830.68,548.1,282.58,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000694,ACC_NAMER_000175,CUST_NAMER_000175,LOAN_NAMER_001474,BR_NAMER_0025,2026-06-30 04:25:13,970.3,937.47,32.83,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000695,ACC_NAMER_000234,CUST_NAMER_000234,LOAN_NAMER_000574,BR_NAMER_0009,2026-06-30 13:36:48,3005.12,7992.19,-4987.07,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000696,ACC_NAMER_000300,CUST_NAMER_000300,LOAN_NAMER_000810,BR_NAMER_0025,2026-06-30 22:29:59,882.13,1083.99,-201.86,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000697,ACC_NAMER_000216,CUST_NAMER_000216,LOAN_NAMER_000452,BR_NAMER_0016,2026-06-30 03:44:26,3189.43,3743.86,-554.43,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000698,ACC_NAMER_000247,CUST_NAMER_000247,LOAN_NAMER_001343,BR_NAMER_0022,2026-06-30 01:03:58,798.17,908.06,-109.89,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000699,ACC_NAMER_000021,CUST_NAMER_000021,LOAN_NAMER_000707,BR_NAMER_0021,2026-06-30 08:09:22,9973.39,1828.6,8144.79,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000700,ACC_NAMER_000243,CUST_NAMER_000243,LOAN_NAMER_000846,BR_NAMER_0018,2026-06-30 01:44:29,7603.52,7059.42,544.1,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000701,ACC_NAMER_000288,CUST_NAMER_000288,LOAN_NAMER_000064,BR_NAMER_0013,2026-06-30 00:22:42,11758.21,21006.5,-9248.29,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000702,ACC_NAMER_000280,CUST_NAMER_000280,LOAN_NAMER_001710,BR_NAMER_0005,2026-06-30 05:03:04,9368.74,6525.66,2843.08,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000703,ACC_NAMER_000244,CUST_NAMER_000244,LOAN_NAMER_001602,BR_NAMER_0019,2026-06-30 03:49:40,937982.03,569165.3,368816.73,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000704,ACC_NAMER_000163,CUST_NAMER_000163,LOAN_NAMER_000060,BR_NAMER_0013,2026-06-30 11:45:17,5921.3,5568.43,352.87,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000705,ACC_NAMER_000146,CUST_NAMER_000146,LOAN_NAMER_000808,BR_NAMER_0021,2026-06-30 15:51:45,464902.4,723195.85,-258293.45,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000706,ACC_NAMER_000067,CUST_NAMER_000067,LOAN_NAMER_001766,BR_NAMER_0017,2026-06-30 08:14:27,48161.05,16556.3,31604.75,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000707,ACC_NAMER_000103,CUST_NAMER_000103,LOAN_NAMER_001442,BR_NAMER_0003,2026-06-30 06:11:47,569.95,1071.1,-501.15,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000708,ACC_NAMER_000125,CUST_NAMER_000125,LOAN_NAMER_000809,BR_NAMER_0025,2026-06-30 03:12:16,7559.77,10768.11,-3208.34,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000709,ACC_NAMER_000117,CUST_NAMER_000117,LOAN_NAMER_001380,BR_NAMER_0017,2026-06-30 06:57:35,334.41,483.85,-149.44,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000710,ACC_NAMER_000251,CUST_NAMER_000251,LOAN_NAMER_001458,BR_NAMER_0001,2026-06-30 13:25:49,8815.74,1824.89,6990.85,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000711,ACC_NAMER_000226,CUST_NAMER_000226,LOAN_NAMER_000598,BR_NAMER_0001,2026-06-30 19:34:18,398.12,384.02,14.1,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000712,ACC_NAMER_000188,CUST_NAMER_000188,LOAN_NAMER_001589,BR_NAMER_0013,2026-06-30 00:10:47,3949.99,7049.31,-3099.32,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000713,ACC_NAMER_000187,CUST_NAMER_000187,LOAN_NAMER_000846,BR_NAMER_0012,2026-06-30 01:54:40,80926.91,64880.77,16046.14,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000714,ACC_NAMER_000076,CUST_NAMER_000076,LOAN_NAMER_001761,BR_NAMER_0001,2026-06-30 09:27:17,594.18,346.73,247.45,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000715,ACC_NAMER_000273,CUST_NAMER_000273,LOAN_NAMER_000101,BR_NAMER_0023,2026-06-30 01:34:06,6351.46,7706.24,-1354.78,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000716,ACC_NAMER_000149,CUST_NAMER_000149,LOAN_NAMER_001329,BR_NAMER_0024,2026-06-30 04:02:03,36518.3,85915.24,-49396.94,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000717,ACC_NAMER_000195,CUST_NAMER_000195,LOAN_NAMER_000483,BR_NAMER_0020,2026-06-30 01:44:51,7903.85,4232.49,3671.36,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000718,ACC_NAMER_000284,CUST_NAMER_000284,LOAN_NAMER_000395,BR_NAMER_0009,2026-06-30 11:04:43,13671.9,99199.16,-85527.26,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000719,ACC_NAMER_000044,CUST_NAMER_000044,LOAN_NAMER_001038,BR_NAMER_0019,2026-06-30 02:43:55,47865.98,43459.05,4406.93,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000720,ACC_NAMER_000170,CUST_NAMER_000170,LOAN_NAMER_000901,BR_NAMER_0020,2026-06-30 09:36:07,3038.98,2295.92,743.06,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000721,ACC_NAMER_000094,CUST_NAMER_000094,LOAN_NAMER_000900,BR_NAMER_0019,2026-06-30 11:59:25,8288.23,8032.21,256.02,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000722,ACC_NAMER_000224,CUST_NAMER_000224,LOAN_NAMER_001680,BR_NAMER_0024,2026-06-30 22:18:34,872.51,172.66,699.85,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000723,ACC_NAMER_000278,CUST_NAMER_000278,LOAN_NAMER_001680,BR_NAMER_0003,2026-06-30 13:49:09,416.74,932.15,-515.41,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000724,ACC_NAMER_000038,CUST_NAMER_000038,LOAN_NAMER_000239,BR_NAMER_0013,2026-06-30 09:49:37,104755.16,22263.11,82492.05,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000725,ACC_NAMER_000270,CUST_NAMER_000270,LOAN_NAMER_000584,BR_NAMER_0020,2026-06-30 06:12:06,4199.81,10210.01,-6010.2,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000726,ACC_NAMER_000235,CUST_NAMER_000235,LOAN_NAMER_000323,BR_NAMER_0010,2026-06-30 05:00:56,105453.76,62247.02,43206.74,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000727,ACC_NAMER_000111,CUST_NAMER_000111,LOAN_NAMER_000814,BR_NAMER_0011,2026-06-30 21:14:34,89211.63,62848.67,26362.96,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000728,ACC_NAMER_000168,CUST_NAMER_000168,LOAN_NAMER_000913,BR_NAMER_0018,2026-06-30 16:46:24,8006.98,5095.26,2911.72,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000729,ACC_NAMER_000054,CUST_NAMER_000054,LOAN_NAMER_001510,BR_NAMER_0004,2026-06-30 04:21:55,996369.6,148404.04,847965.56,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000730,ACC_NAMER_000127,CUST_NAMER_000127,LOAN_NAMER_001059,BR_NAMER_0002,2026-06-30 04:35:52,10323.37,3372.78,6950.59,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000731,ACC_NAMER_000275,CUST_NAMER_000275,LOAN_NAMER_001248,BR_NAMER_0025,2026-06-30 11:37:35,986279.92,1020425.01,-34145.09,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000732,ACC_NAMER_000042,CUST_NAMER_000042,LOAN_NAMER_000746,BR_NAMER_0017,2026-06-30 05:23:18,6617.65,6350.4,267.25,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000733,ACC_NAMER_000041,CUST_NAMER_000041,LOAN_NAMER_000320,BR_NAMER_0016,2026-06-30 21:16:03,3119.92,1327.49,1792.43,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000734,ACC_NAMER_000050,CUST_NAMER_000050,LOAN_NAMER_000620,BR_NAMER_0025,2026-06-30 15:02:51,731.37,768.67,-37.3,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000735,ACC_NAMER_000159,CUST_NAMER_000159,LOAN_NAMER_000016,BR_NAMER_0009,2026-06-30 23:11:20,1013552.46,967195.33,46357.13,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000736,ACC_NAMER_000182,CUST_NAMER_000182,LOAN_NAMER_001550,BR_NAMER_0007,2026-06-30 16:16:00,4984.05,6210.1,-1226.05,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000737,ACC_NAMER_000181,CUST_NAMER_000181,LOAN_NAMER_001076,BR_NAMER_0006,2026-06-30 04:27:19,474.97,220.89,254.08,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000738,ACC_NAMER_000166,CUST_NAMER_000166,LOAN_NAMER_001572,BR_NAMER_0016,2026-06-30 18:59:48,164.0,723.64,-559.64,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000739,ACC_NAMER_000232,CUST_NAMER_000232,LOAN_NAMER_000317,BR_NAMER_0007,2026-06-30 19:12:32,173.71,1070.49,-896.78,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000740,ACC_NAMER_000206,CUST_NAMER_000206,LOAN_NAMER_001464,BR_NAMER_0006,2026-06-30 08:45:25,7881.28,10845.26,-2963.98,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000741,ACC_NAMER_000050,CUST_NAMER_000050,LOAN_NAMER_000603,BR_NAMER_0025,2026-06-30 21:02:24,2266.11,2185.28,80.83,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000742,ACC_NAMER_000146,CUST_NAMER_000146,LOAN_NAMER_001676,BR_NAMER_0021,2026-06-30 17:24:02,80415.68,80486.56,-70.88,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000743,ACC_NAMER_000298,CUST_NAMER_000298,LOAN_NAMER_000548,BR_NAMER_0023,2026-06-30 17:50:38,379315.65,149540.86,229774.79,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000744,ACC_NAMER_000145,CUST_NAMER_000145,LOAN_NAMER_001313,BR_NAMER_0020,2026-06-30 10:12:51,6033.85,8253.08,-2219.23,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000745,ACC_NAMER_000016,CUST_NAMER_000016,LOAN_NAMER_000080,BR_NAMER_0016,2026-06-30 11:43:13,689883.79,821321.69,-131437.9,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000746,ACC_NAMER_000085,CUST_NAMER_000085,LOAN_NAMER_000387,BR_NAMER_0010,2026-06-30 17:34:29,189.05,297.39,-108.34,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000747,ACC_NAMER_000216,CUST_NAMER_000216,LOAN_NAMER_000031,BR_NAMER_0016,2026-06-30 08:13:20,61014.29,88989.55,-27975.26,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000748,ACC_NAMER_000052,CUST_NAMER_000052,LOAN_NAMER_000383,BR_NAMER_0002,2026-06-30 03:20:32,5515.08,8188.29,-2673.21,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000749,ACC_NAMER_000036,CUST_NAMER_000036,LOAN_NAMER_001569,BR_NAMER_0011,2026-06-30 09:36:18,463.04,232.23,230.81,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000750,ACC_NAMER_000107,CUST_NAMER_000107,LOAN_NAMER_001703,BR_NAMER_0007,2026-06-30 10:47:08,812833.94,951719.87,-138885.93,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000751,ACC_NAMER_000219,CUST_NAMER_000219,LOAN_NAMER_000947,BR_NAMER_0019,2026-06-30 03:00:52,552208.83,257278.27,294930.56,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000752,ACC_NAMER_000298,CUST_NAMER_000298,LOAN_NAMER_000486,BR_NAMER_0023,2026-06-30 12:51:09,81235.0,26403.16,54831.84,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000753,ACC_NAMER_000254,CUST_NAMER_000254,LOAN_NAMER_001507,BR_NAMER_0004,2026-06-30 20:20:05,958.49,546.39,412.1,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000754,ACC_NAMER_000068,CUST_NAMER_000068,LOAN_NAMER_000421,BR_NAMER_0018,2026-06-30 08:49:28,79043.5,80535.15,-1491.65,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000755,ACC_NAMER_000187,CUST_NAMER_000187,LOAN_NAMER_000118,BR_NAMER_0012,2026-06-30 23:33:41,4170.93,3854.59,316.34,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000756,ACC_NAMER_000124,CUST_NAMER_000124,LOAN_NAMER_001132,BR_NAMER_0024,2026-06-30 07:29:46,566330.57,628327.85,-61997.28,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000757,ACC_NAMER_000030,CUST_NAMER_000030,LOAN_NAMER_000343,BR_NAMER_0005,2026-06-30 02:50:25,63922.53,13462.95,50459.58,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000758,ACC_NAMER_000185,CUST_NAMER_000185,LOAN_NAMER_000705,BR_NAMER_0010,2026-06-30 02:44:09,73574.07,63284.18,10289.89,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000759,ACC_NAMER_000289,CUST_NAMER_000289,LOAN_NAMER_000753,BR_NAMER_0014,2026-06-30 18:00:28,6648.83,4372.15,2276.68,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000760,ACC_NAMER_000053,CUST_NAMER_000053,LOAN_NAMER_000851,BR_NAMER_0003,2026-06-30 02:11:39,162.58,514.88,-352.3,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000761,ACC_NAMER_000177,CUST_NAMER_000177,LOAN_NAMER_000598,BR_NAMER_0002,2026-06-30 07:44:09,100711.29,33467.35,67243.94,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000762,ACC_NAMER_000133,CUST_NAMER_000133,LOAN_NAMER_001157,BR_NAMER_0008,2026-06-30 00:28:40,82780.87,86786.67,-4005.8,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000763,ACC_NAMER_000077,CUST_NAMER_000077,LOAN_NAMER_000758,BR_NAMER_0002,2026-06-30 07:52:09,97709.71,30165.69,67544.02,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000764,ACC_NAMER_000060,CUST_NAMER_000060,LOAN_NAMER_000140,BR_NAMER_0010,2026-06-30 17:02:41,8873.43,1824.19,7049.24,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000765,ACC_NAMER_000091,CUST_NAMER_000091,LOAN_NAMER_000508,BR_NAMER_0016,2026-06-30 14:01:10,729.47,535.2,194.27,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000766,ACC_NAMER_000298,CUST_NAMER_000298,LOAN_NAMER_000718,BR_NAMER_0023,2026-06-30 06:50:30,272249.81,848630.13,-576380.32,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000767,ACC_NAMER_000280,CUST_NAMER_000280,LOAN_NAMER_001277,BR_NAMER_0005,2026-06-30 17:45:16,10757.53,6735.75,4021.78,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000768,ACC_NAMER_000199,CUST_NAMER_000199,LOAN_NAMER_000436,BR_NAMER_0024,2026-06-30 03:48:21,9012.39,4319.05,4693.34,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000769,ACC_NAMER_000118,CUST_NAMER_000118,LOAN_NAMER_001776,BR_NAMER_0018,2026-06-30 12:23:43,955.33,588.86,366.47,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000770,ACC_NAMER_000183,CUST_NAMER_000183,LOAN_NAMER_001240,BR_NAMER_0008,2026-06-30 07:35:49,496.86,288.77,208.09,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000771,ACC_NAMER_000055,CUST_NAMER_000055,LOAN_NAMER_000323,BR_NAMER_0005,2026-06-30 21:30:01,936.9,969.23,-32.33,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000772,ACC_NAMER_000271,CUST_NAMER_000271,LOAN_NAMER_000127,BR_NAMER_0021,2026-06-30 19:12:39,305170.12,604896.25,-299726.13,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000773,ACC_NAMER_000005,CUST_NAMER_000005,LOAN_NAMER_001560,BR_NAMER_0005,2026-06-30 18:42:41,1911.41,10915.72,-9004.31,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000774,ACC_NAMER_000101,CUST_NAMER_000101,LOAN_NAMER_000495,BR_NAMER_0001,2026-06-30 11:24:32,944.25,1033.46,-89.21,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000775,ACC_NAMER_000286,CUST_NAMER_000286,LOAN_NAMER_001660,BR_NAMER_0011,2026-06-30 11:21:11,3559.01,3595.77,-36.76,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
INTRA_00000776,ACC_NAMER_000053,CUST_NAMER_000053,LOAN_NAMER_001371,BR_NAMER_0003,2026-06-30 16:31:49,5624.07,3828.58,1795.49,USD,NAMER,2026-06-30,2026-06-30,intraday_20260630
