fx_rate_id,currency_code,region_code,fx_rate_to_usd,fx_rate_from_usd,as_of_timestamp,start_date,end_date,baseline
FX_NAMER_000817,USD,NAMER,1.010886,0.989231,2026-06-30 20:26:58,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000818,USD,NAMER,0.996295,1.003719,2026-06-30 20:06:33,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000819,USD,NAMER,1.016898,0.983383,2026-06-30 22:53:22,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000820,USD,NAMER,1.048724,0.95354,2026-06-30 17:05:47,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000821,USD,NAMER,0.998521,1.001481,2026-06-30 10:14:21,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000822,USD,NAMER,1.004761,0.995262,2026-06-30 09:04:48,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000823,USD,NAMER,1.02476,0.975838,2026-06-30 04:07:38,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000824,USD,NAMER,0.958537,1.043257,2026-06-30 05:20:21,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000825,USD,NAMER,0.964256,1.037069,2026-06-30 16:11:54,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000826,USD,NAMER,0.987289,1.012875,2026-06-30 03:32:03,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000827,USD,NAMER,1.001361,0.998641,2026-06-30 01:26:01,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000828,USD,NAMER,0.995782,1.004236,2026-06-30 04:56:13,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000829,USD,NAMER,1.020803,0.979621,2026-06-30 13:52:11,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000830,USD,NAMER,1.017142,0.983147,2026-06-30 17:12:52,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000831,USD,NAMER,1.010791,0.989324,2026-06-30 13:48:44,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000832,USD,NAMER,1.013584,0.986598,2026-06-30 17:21:45,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000833,USD,NAMER,0.993986,1.00605,2026-06-30 06:12:22,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000834,USD,NAMER,0.996782,1.003228,2026-06-30 00:43:35,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000835,USD,NAMER,0.986486,1.013699,2026-06-30 21:20:31,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000836,USD,NAMER,0.980215,1.020184,2026-06-30 13:11:38,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000837,USD,NAMER,0.966656,1.034494,2026-06-30 16:03:14,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000838,USD,NAMER,1.002219,0.997786,2026-06-30 21:17:42,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000839,USD,NAMER,1.000537,0.999463,2026-06-30 20:49:21,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000840,USD,NAMER,0.974498,1.026169,2026-06-30 06:37:13,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000841,USD,NAMER,0.994539,1.005491,2026-06-30 16:17:12,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000842,USD,NAMER,1.028363,0.972419,2026-06-30 00:43:22,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000843,USD,NAMER,1.011459,0.988671,2026-06-30 17:54:16,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000844,USD,NAMER,0.991273,1.008804,2026-06-30 20:38:09,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000845,USD,NAMER,1.00137,0.998632,2026-06-30 12:31:06,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000846,USD,NAMER,1.004376,0.995643,2026-06-30 12:22:15,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000847,USD,NAMER,0.996272,1.003742,2026-06-30 03:05:42,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000848,USD,NAMER,1.042565,0.959173,2026-06-30 13:28:12,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000849,USD,NAMER,0.97255,1.028225,2026-06-30 02:30:29,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000850,USD,NAMER,0.999823,1.000177,2026-06-30 06:27:10,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000851,USD,NAMER,0.997079,1.00293,2026-06-30 04:54:47,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000852,USD,NAMER,1.00792,0.992142,2026-06-30 22:43:13,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000853,USD,NAMER,0.998181,1.001822,2026-06-30 10:55:35,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000854,USD,NAMER,0.988871,1.011254,2026-06-30 14:19:52,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000855,USD,NAMER,1.025483,0.97515,2026-06-30 05:26:33,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000856,USD,NAMER,1.011481,0.988649,2026-06-30 04:02:25,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000857,USD,NAMER,0.996877,1.003133,2026-06-30 07:10:38,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000858,USD,NAMER,0.984043,1.016216,2026-06-30 23:05:28,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000859,USD,NAMER,0.98618,1.014014,2026-06-30 11:40:34,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000860,USD,NAMER,1.00897,0.99111,2026-06-30 10:38:38,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000861,USD,NAMER,0.96903,1.03196,2026-06-30 03:01:28,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000862,USD,NAMER,1.005328,0.9947,2026-06-30 12:54:52,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000863,USD,NAMER,0.988594,1.011538,2026-06-30 21:56:51,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000864,USD,NAMER,0.997513,1.002493,2026-06-30 18:00:47,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000865,USD,NAMER,1.011092,0.98903,2026-06-30 00:34:51,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000866,USD,NAMER,0.995944,1.004073,2026-06-30 22:38:28,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000867,USD,NAMER,1.001797,0.998206,2026-06-30 21:29:34,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000868,USD,NAMER,0.996329,1.003685,2026-06-30 15:12:33,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000869,USD,NAMER,1.027613,0.973129,2026-06-30 06:09:19,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000870,USD,NAMER,0.978887,1.021568,2026-06-30 13:17:49,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000871,USD,NAMER,0.994892,1.005134,2026-06-30 09:12:03,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000872,USD,NAMER,0.98388,1.016384,2026-06-30 06:59:28,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000873,USD,NAMER,0.990745,1.009341,2026-06-30 18:41:35,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000874,USD,NAMER,0.968933,1.032063,2026-06-30 10:12:12,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000875,USD,NAMER,0.99029,1.009805,2026-06-30 18:56:54,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000876,USD,NAMER,0.982122,1.018203,2026-06-30 00:51:12,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000877,USD,NAMER,1.008146,0.99192,2026-06-30 17:49:34,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000878,USD,NAMER,1.003091,0.996919,2026-06-30 11:35:55,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000879,USD,NAMER,1.04321,0.95858,2026-06-30 06:04:33,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000880,USD,NAMER,0.983434,1.016845,2026-06-30 01:53:37,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000881,USD,NAMER,1.00898,0.9911,2026-06-30 23:38:38,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000882,USD,NAMER,1.025971,0.974686,2026-06-30 08:41:40,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000883,USD,NAMER,0.9976,1.002406,2026-06-30 11:09:51,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000884,USD,NAMER,1.008947,0.991132,2026-06-30 09:34:46,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000885,USD,NAMER,1.008527,0.991545,2026-06-30 16:20:42,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000886,USD,NAMER,0.988522,1.011611,2026-06-30 15:45:47,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000887,USD,NAMER,0.985771,1.014434,2026-06-30 12:17:19,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000888,USD,NAMER,1.026929,0.973777,2026-06-30 01:28:22,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000889,USD,NAMER,0.980368,1.020025,2026-06-30 09:56:01,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000890,USD,NAMER,0.963744,1.03762,2026-06-30 23:54:34,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000891,USD,NAMER,0.995459,1.004562,2026-06-30 16:40:42,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000892,USD,NAMER,1.012064,0.98808,2026-06-30 02:55:17,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000893,USD,NAMER,0.9827,1.017605,2026-06-30 12:07:16,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000894,USD,NAMER,0.995098,1.004926,2026-06-30 20:04:16,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000895,USD,NAMER,0.999509,1.000491,2026-06-30 01:08:32,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000896,USD,NAMER,0.918781,1.088399,2026-06-30 04:45:24,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000897,USD,NAMER,0.998074,1.00193,2026-06-30 22:43:31,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000898,USD,NAMER,1.015216,0.985012,2026-06-30 00:23:19,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000899,USD,NAMER,0.994858,1.005169,2026-06-30 20:53:09,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000900,USD,NAMER,1.002726,0.997281,2026-06-30 00:41:58,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000901,USD,NAMER,1.008255,0.991813,2026-06-30 11:01:16,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000902,USD,NAMER,1.011862,0.988277,2026-06-30 13:51:35,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000903,USD,NAMER,0.995503,1.004517,2026-06-30 07:16:07,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000904,USD,NAMER,0.997297,1.00271,2026-06-30 17:06:59,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000905,USD,NAMER,1.009654,0.990438,2026-06-30 13:50:09,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000906,USD,NAMER,1.004663,0.995359,2026-06-30 14:08:27,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000907,USD,NAMER,0.960191,1.041459,2026-06-30 01:18:36,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000908,USD,NAMER,1.005224,0.994803,2026-06-30 09:50:26,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000909,USD,NAMER,0.992788,1.007264,2026-06-30 13:39:30,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000910,USD,NAMER,1.001391,0.998611,2026-06-30 12:13:12,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000911,USD,NAMER,1.01729,0.983004,2026-06-30 13:21:16,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000912,USD,NAMER,0.998197,1.001806,2026-06-30 18:39:45,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000913,USD,NAMER,1.006666,0.993378,2026-06-30 15:27:21,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000914,USD,NAMER,0.988849,1.011277,2026-06-30 14:49:31,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000915,USD,NAMER,0.975614,1.024996,2026-06-30 12:27:23,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000916,USD,NAMER,0.974355,1.02632,2026-06-30 04:49:06,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000917,USD,NAMER,1.018322,0.982008,2026-06-30 12:36:22,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000918,USD,NAMER,1.016108,0.984147,2026-06-30 09:31:26,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000919,USD,NAMER,1.017732,0.982577,2026-06-30 20:06:41,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000920,USD,NAMER,1.010375,0.989732,2026-06-30 07:01:24,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000921,USD,NAMER,0.999476,1.000524,2026-06-30 17:47:51,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000922,USD,NAMER,1.009852,0.990244,2026-06-30 10:15:15,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000923,USD,NAMER,0.999459,1.000541,2026-06-30 09:42:33,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000924,USD,NAMER,0.984839,1.015394,2026-06-30 03:01:59,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000925,USD,NAMER,0.995402,1.004619,2026-06-30 16:22:45,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000926,USD,NAMER,1.004747,0.995275,2026-06-30 03:05:14,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000927,USD,NAMER,1.002529,0.997477,2026-06-30 11:36:01,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000928,USD,NAMER,0.990686,1.009402,2026-06-30 18:31:28,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000929,USD,NAMER,0.998566,1.001436,2026-06-30 04:07:59,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000930,USD,NAMER,0.999971,1.000029,2026-06-30 00:50:15,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000931,USD,NAMER,0.999385,1.000615,2026-06-30 04:40:46,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000932,USD,NAMER,1.026537,0.974149,2026-06-30 03:53:51,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000933,USD,NAMER,0.993342,1.006703,2026-06-30 08:50:45,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000934,USD,NAMER,1.001754,0.998249,2026-06-30 02:42:33,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000935,USD,NAMER,1.006383,0.993657,2026-06-30 06:26:53,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000936,USD,NAMER,1.026026,0.974634,2026-06-30 13:35:40,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000937,USD,NAMER,0.987971,1.012175,2026-06-30 02:21:54,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000938,USD,NAMER,1.006559,0.993484,2026-06-30 05:36:25,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000939,USD,NAMER,0.967619,1.033465,2026-06-30 20:49:21,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000940,USD,NAMER,0.982638,1.017669,2026-06-30 08:37:36,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000941,USD,NAMER,0.993945,1.006092,2026-06-30 03:10:53,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000942,USD,NAMER,0.997978,1.002026,2026-06-30 02:44:44,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000943,USD,NAMER,1.000343,0.999657,2026-06-30 00:21:04,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000944,USD,NAMER,0.995197,1.004826,2026-06-30 00:29:22,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000945,USD,NAMER,1.016015,0.984237,2026-06-30 12:25:13,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000946,USD,NAMER,1.004491,0.995529,2026-06-30 22:28:51,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000947,USD,NAMER,1.019146,0.981214,2026-06-30 02:33:45,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000948,USD,NAMER,1.013156,0.987015,2026-06-30 05:41:19,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000949,USD,NAMER,1.006823,0.993223,2026-06-30 21:13:02,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000950,USD,NAMER,1.015731,0.984513,2026-06-30 22:47:47,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000951,USD,NAMER,1.013013,0.987154,2026-06-30 16:46:33,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000952,USD,NAMER,1.012084,0.98806,2026-06-30 22:58:26,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000953,USD,NAMER,1.011629,0.988505,2026-06-30 12:02:51,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000954,USD,NAMER,0.988133,1.01201,2026-06-30 03:51:11,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000955,USD,NAMER,1.008632,0.991442,2026-06-30 22:18:10,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000956,USD,NAMER,0.996175,1.00384,2026-06-30 04:26:27,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000957,USD,NAMER,1.006241,0.993798,2026-06-30 02:02:41,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000958,USD,NAMER,1.03635,0.964925,2026-06-30 05:03:01,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000959,USD,NAMER,1.000259,0.999741,2026-06-30 07:15:51,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000960,USD,NAMER,0.988181,1.01196,2026-06-30 02:57:17,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000961,USD,NAMER,0.998701,1.001301,2026-06-30 06:45:23,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000962,USD,NAMER,0.978832,1.021626,2026-06-30 03:20:19,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000963,USD,NAMER,1.004798,0.995225,2026-06-30 03:20:04,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000964,USD,NAMER,1.01873,0.981614,2026-06-30 00:08:23,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000965,USD,NAMER,1.018881,0.981469,2026-06-30 15:45:50,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000966,USD,NAMER,0.97632,1.024254,2026-06-30 08:29:09,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000967,USD,NAMER,0.996775,1.003235,2026-06-30 07:39:13,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000968,USD,NAMER,1.036822,0.964486,2026-06-30 01:49:13,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000969,USD,NAMER,0.994966,1.005059,2026-06-30 02:53:28,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000970,USD,NAMER,1.0055,0.99453,2026-06-30 14:05:11,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000971,USD,NAMER,0.978808,1.021651,2026-06-30 11:39:56,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000972,USD,NAMER,0.985558,1.014654,2026-06-30 22:46:19,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000973,USD,NAMER,1.002998,0.997011,2026-06-30 19:16:20,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000974,USD,NAMER,0.993345,1.0067,2026-06-30 07:00:49,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000975,USD,NAMER,1.003061,0.996948,2026-06-30 17:19:56,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000976,USD,NAMER,0.982402,1.017913,2026-06-30 07:11:00,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000977,USD,NAMER,1.008737,0.991339,2026-06-30 18:02:00,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000978,USD,NAMER,1.00583,0.994204,2026-06-30 22:02:38,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000979,USD,NAMER,1.023408,0.977127,2026-06-30 06:46:27,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000980,USD,NAMER,1.022323,0.978164,2026-06-30 17:05:00,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000981,USD,NAMER,0.992338,1.007721,2026-06-30 10:29:17,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000982,USD,NAMER,1.010655,0.989457,2026-06-30 21:32:49,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000983,USD,NAMER,0.991929,1.008137,2026-06-30 02:13:50,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000984,USD,NAMER,1.020281,0.980122,2026-06-30 16:06:41,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000985,USD,NAMER,1.002347,0.997658,2026-06-30 06:43:58,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000986,USD,NAMER,1.014745,0.985469,2026-06-30 18:28:50,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000987,USD,NAMER,0.98978,1.010326,2026-06-30 00:13:47,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000988,USD,NAMER,0.98543,1.014785,2026-06-30 02:53:47,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000989,USD,NAMER,0.982866,1.017433,2026-06-30 06:24:09,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000990,USD,NAMER,0.992424,1.007634,2026-06-30 07:11:55,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000991,USD,NAMER,0.990887,1.009197,2026-06-30 09:35:06,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000992,USD,NAMER,1.026803,0.973897,2026-06-30 05:14:20,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000993,USD,NAMER,0.999452,1.000548,2026-06-30 19:44:00,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000994,USD,NAMER,0.998772,1.00123,2026-06-30 20:57:03,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000995,USD,NAMER,1.021637,0.978821,2026-06-30 06:53:37,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000996,USD,NAMER,0.986508,1.013677,2026-06-30 04:30:54,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000997,USD,NAMER,0.984064,1.016194,2026-06-30 02:45:32,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000998,USD,NAMER,1.005282,0.994746,2026-06-30 06:51:07,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_000999,USD,NAMER,1.000161,0.999839,2026-06-30 06:48:36,2026-06-10,2099-12-31,fx_rates_20260630
FX_NAMER_001000,USD,NAMER,0.986189,1.014004,2026-06-30 11:42:07,2026-06-10,2099-12-31,fx_rates_20260630
FX_EUROPE_000001,EUR,EUROPE,1.0884,0.91878,2026-06-30 08:17:27,2026-06-10,2099-12-31,fx_rates_20260630
FX_EUROPE_000002,EUR,EUROPE,1.080792,0.925247,2026-06-30 05:54:49,2026-06-10,2099-12-31,fx_rates_20260630
FX_EUROPE_000003,EUR,EUROPE,1.082539,0.923754,2026-06-30 14:22:09,2026-06-10,2099-12-31,fx_rates_20260630
FX_EUROPE_000004,EUR,EUROPE,1.122657,0.890744,2026-06-30 23:07:49,2026-06-10,2099-12-31,fx_rates_20260630
FX_EUROPE_000005,EUR,EUROPE,1.075741,0.929592,2026-06-30 21:33:55,2026-06-10,2099-12-31,fx_rates_20260630
FX_EUROPE_000006,EUR,EUROPE,1.094274,0.913848,2026-06-30 10:48:11,2026-06-10,2099-12-31,fx_rates_20260630
FX_EUROPE_000007,EUR,EUROPE,1.092398,0.915417,2026-06-30 21:54:06,2026-06-10,2099-12-31,fx_rates_20260630
FX_EUROPE_000008,EUR,EUROPE,1.109053,0.90167,2026-06-30 15:00:38,2026-06-10,2099-12-31,fx_rates_20260630
FX_EUROPE_000009,EUR,EUROPE,1.099828,0.909233,2026-06-30 18:26:48,2026-06-10,2099-12-31,fx_rates_20260630
FX_EUROPE_000010,EUR,EUROPE,1.115477,0.896477,2026-06-30 23:19:24,2026-06-10,2099-12-31,fx_rates_20260630
FX_EUROPE_000011,EUR,EUROPE,1.108026,0.902506,2026-06-30 10:23:28,2026-06-10,2099-12-31,fx_rates_20260630
FX_EUROPE_000012,EUR,EUROPE,1.089443,0.9179,2026-06-30 07:56:47,2026-06-10,2099-12-31,fx_rates_20260630
FX_EUROPE_000013,EUR,EUROPE,1.117841,0.894582,2026-06-30 15:31:45,2026-06-10,2099-12-31,fx_rates_20260630
FX_EUROPE_000014,EUR,EUROPE,1.094455,0.913697,2026-06-30 09:08:12,2026-06-10,2099-12-31,fx_rates_20260630
FX_EUROPE_000015,EUR,EUROPE,1.087664,0.919402,2026-06-30 12:33:08,2026-06-10,2099-12-31,fx_rates_20260630
FX_EUROPE_000016,EUR,EUROPE,1.105048,0.904938,2026-06-30 08:45:58,2026-06-10,2099-12-31,fx_rates_20260630
FX_EUROPE_000017,EUR,EUROPE,1.057655,0.945488,2026-06-30 19:19:00,2026-06-10,2099-12-31,fx_rates_20260630
FX_EUROPE_000018,EUR,EUROPE,1.116837,0.895386,2026-06-30 00:15:15,2026-06-10,2099-12-31,fx_rates_20260630
FX_EUROPE_000019,EUR,EUROPE,1.080908,0.925148,2026-06-30 23:50:31,2026-06-10,2099-12-31,fx_rates_20260630
FX_EUROPE_000020,EUR,EUROPE,1.120525,0.892439,2026-06-30 09:09:46,2026-06-10,2099-12-31,fx_rates_20260630
FX_EUROPE_000021,EUR,EUROPE,1.086407,0.920465,2026-06-30 10:14:50,2026-06-10,2099-12-31,fx_rates_20260630
FX_EUROPE_000022,EUR,EUROPE,1.06865,0.93576,2026-06-30 05:52:17,2026-06-10,2099-12-31,fx_rates_20260630
FX_EUROPE_000023,EUR,EUROPE,1.088895,0.918362,2026-06-30 02:21:14,2026-06-10,2099-12-31,fx_rates_20260630
FX_EUROPE_000024,EUR,EUROPE,1.090951,0.916631,2026-06-30 02:14:36,2026-06-10,2099-12-31,fx_rates_20260630
FX_EUROPE_000025,EUR,EUROPE,1.101109,0.908175,2026-06-30 02:17:09,2026-06-10,2099-12-31,fx_rates_20260630
FX_EUROPE_000026,EUR,EUROPE,1.111945,0.899325,2026-06-30 17:58:59,2026-06-10,2099-12-31,fx_rates_20260630
