loan_id,customer_id,account_id,branch_id,loan_start_date,loan_amount,outstanding_balance,interest_rate,currency_code,region_code,start_date,end_date,baseline,loan_type
LOAN_NAMER_000283,CUST_NAMER_000283,ACC_NAMER_000283,BR_NAMER_0083,2026-06-07,112013.12,74878.98,14.5,USD,NAMER,2026-06-07,2027-03-22,loan_20260629,Retail
LOAN_NAMER_000292,CUST_NAMER_000292,ACC_NAMER_000292,BR_NAMER_0092,2025-12-24,2542364.55,1491009.6,5.27,USD,NAMER,2025-12-24,2027-03-18,loan_20260629,Corporate
LOAN_NAMER_000627,CUST_NAMER_000627,ACC_NAMER_000627,BR_NAMER_0027,2025-06-01,386818.47,223628.22,4.98,USD,NAMER,2025-06-01,2026-04-28,loan_20260629,Retail
LOAN_NAMER_001223,CUST_NAMER_001223,ACC_NAMER_001223,BR_NAMER_0023,2025-04-16,554837.23,96551.15,9.33,USD,NAMER,2025-04-16,2025-12-11,loan_20260629,Retail
LOAN_NAMER_001076,CUST_NAMER_001076,ACC_NAMER_001076,BR_NAMER_0076,2025-09-20,509869.09,145439.86,8.22,USD,NAMER,2025-09-20,2026-07-09,loan_20260629,SME
LOAN_NAMER_000130,CUST_NAMER_000130,ACC_NAMER_000130,BR_NAMER_0130,2025-06-27,6231390.83,4114721.34,15.82,USD,NAMER,2025-06-27,2027-06-03,loan_20260629,Corporate
LOAN_NAMER_001194,CUST_NAMER_001194,ACC_NAMER_001194,BR_NAMER_0194,2025-06-06,5498363.9,2788514.7,11.43,USD,NAMER,2025-06-06,2025-11-20,loan_20260629,Corporate
LOAN_NAMER_000324,CUST_NAMER_000324,ACC_NAMER_000324,BR_NAMER_0124,2025-07-01,1261393.41,839947.97,4.28,USD,NAMER,2025-07-01,2027-02-16,loan_20260629,SME
LOAN_NAMER_000951,CUST_NAMER_000951,ACC_NAMER_000951,BR_NAMER_0151,2026-04-21,826718.63,209440.53,5.19,USD,NAMER,2026-04-21,2028-02-17,loan_20260629,SME
LOAN_NAMER_000695,CUST_NAMER_000695,ACC_NAMER_000695,BR_NAMER_0095,2026-04-05,1306257.07,460935.4,9.65,USD,NAMER,2026-04-05,2028-02-02,loan_20260629,SME
LOAN_NAMER_001504,CUST_NAMER_001504,ACC_NAMER_001504,BR_NAMER_0104,2025-11-27,662217.6,444794.64,13.37,USD,NAMER,2025-11-27,2027-01-14,loan_20260629,SME
LOAN_NAMER_001678,CUST_NAMER_000078,ACC_NAMER_000078,BR_NAMER_0078,2025-06-04,7192895.89,4023064.83,4.73,USD,NAMER,2025-06-04,2026-11-26,loan_20260629,Corporate
LOAN_NAMER_000713,CUST_NAMER_000713,ACC_NAMER_000713,BR_NAMER_0113,2025-03-11,103008.81,94877.14,5.62,USD,NAMER,2025-03-11,2026-10-02,loan_20260629,Retail
LOAN_NAMER_001695,CUST_NAMER_000095,ACC_NAMER_000095,BR_NAMER_0095,2026-03-29,504346.62,456505.62,13.19,USD,NAMER,2026-03-29,2027-05-03,loan_20260629,Retail
LOAN_NAMER_000988,CUST_NAMER_000988,ACC_NAMER_000988,BR_NAMER_0188,2025-10-09,56678.52,25645.93,5.72,USD,NAMER,2025-10-09,2027-09-04,loan_20260629,Retail
LOAN_NAMER_001458,CUST_NAMER_001458,ACC_NAMER_001458,BR_NAMER_0058,2025-02-27,289889.61,262190.52,7.89,USD,NAMER,2025-02-27,2026-05-23,loan_20260629,Retail
LOAN_NAMER_001476,CUST_NAMER_001476,ACC_NAMER_001476,BR_NAMER_0076,2026-06-04,1558381.29,546780.02,11.81,USD,NAMER,2026-06-04,2026-11-16,loan_20260629,SME
LOAN_NAMER_000159,CUST_NAMER_000159,ACC_NAMER_000159,BR_NAMER_0159,2025-11-14,117491.74,83549.16,5.36,USD,NAMER,2025-11-14,2027-05-30,loan_20260629,Retail
LOAN_NAMER_000810,CUST_NAMER_000810,ACC_NAMER_000810,BR_NAMER_0010,2026-04-08,17589600.95,10999014.76,6.17,USD,NAMER,2026-04-08,2026-08-14,loan_20260629,Mega Corporate
LOAN_NAMER_000635,CUST_NAMER_000635,ACC_NAMER_000635,BR_NAMER_0035,2025-02-28,70033.33,45394.61,13.68,USD,NAMER,2025-02-28,2026-06-10,loan_20260629,Retail
LOAN_NAMER_000517,CUST_NAMER_000517,ACC_NAMER_000517,BR_NAMER_0117,2025-10-21,5985751.81,4620787.15,12.07,USD,NAMER,2025-10-21,2026-04-07,loan_20260629,Corporate
LOAN_NAMER_001285,CUST_NAMER_001285,ACC_NAMER_001285,BR_NAMER_0085,2025-04-03,1245494.05,817952.55,13.67,USD,NAMER,2025-04-03,2027-03-23,loan_20260629,SME
LOAN_NAMER_000598,CUST_NAMER_000598,ACC_NAMER_000598,BR_NAMER_0198,2026-06-04,462213.37,288242.49,5.99,USD,NAMER,2026-06-04,2027-09-30,loan_20260629,Retail
LOAN_NAMER_000196,CUST_NAMER_000196,ACC_NAMER_000196,BR_NAMER_0196,2026-04-19,238827.81,140277.2,14.08,USD,NAMER,2026-04-19,2028-03-03,loan_20260629,Retail
LOAN_NAMER_001787,CUST_NAMER_000187,ACC_NAMER_000187,BR_NAMER_0187,2025-02-12,459304.0,386002.41,5.81,USD,NAMER,2025-02-12,2026-08-16,loan_20260629,Retail
LOAN_NAMER_001685,CUST_NAMER_000085,ACC_NAMER_000085,BR_NAMER_0085,2025-07-12,11113851.96,8129461.13,13.42,USD,NAMER,2025-07-12,2026-09-04,loan_20260629,Corporate
LOAN_NAMER_000411,CUST_NAMER_000411,ACC_NAMER_000411,BR_NAMER_0011,2026-05-03,37441838.02,14838541.34,8.94,USD,NAMER,2026-05-03,2027-12-27,loan_20260629,Mega Corporate
LOAN_NAMER_000097,CUST_NAMER_000097,ACC_NAMER_000097,BR_NAMER_0097,2025-06-04,1419143.03,500827.56,13.08,USD,NAMER,2025-06-04,2025-11-04,loan_20260629,SME
LOAN_NAMER_000821,CUST_NAMER_000821,ACC_NAMER_000821,BR_NAMER_0021,2026-04-07,521840.68,214298.45,5.53,USD,NAMER,2026-04-07,2026-10-19,loan_20260629,Retail
LOAN_NAMER_000779,CUST_NAMER_000779,ACC_NAMER_000779,BR_NAMER_0179,2025-12-18,363241.02,253433.61,14.83,USD,NAMER,2025-12-18,2026-06-12,loan_20260629,SME
LOAN_NAMER_000157,CUST_NAMER_000157,ACC_NAMER_000157,BR_NAMER_0157,2026-06-01,2403884.29,603415.61,13.76,USD,NAMER,2026-06-01,2027-02-22,loan_20260629,Corporate
LOAN_NAMER_000420,CUST_NAMER_000420,ACC_NAMER_000420,BR_NAMER_0020,2025-02-10,5763551.88,3165209.52,7.82,USD,NAMER,2025-02-10,2026-01-19,loan_20260629,Corporate
LOAN_NAMER_001679,CUST_NAMER_000079,ACC_NAMER_000079,BR_NAMER_0079,2026-03-25,7620621.29,2900418.08,7.59,USD,NAMER,2026-03-25,2027-09-15,loan_20260629,Corporate
LOAN_NAMER_000478,CUST_NAMER_000478,ACC_NAMER_000478,BR_NAMER_0078,2025-06-12,1257430.96,513259.75,10.65,USD,NAMER,2025-06-12,2026-09-17,loan_20260629,Corporate
LOAN_NAMER_001763,CUST_NAMER_000163,ACC_NAMER_000163,BR_NAMER_0163,2026-01-17,102417.77,82161.69,14.73,USD,NAMER,2026-01-17,2027-01-31,loan_20260629,Retail
LOAN_NAMER_000669,CUST_NAMER_000669,ACC_NAMER_000669,BR_NAMER_0069,2026-02-01,10179781.93,6031414.69,13.75,USD,NAMER,2026-02-01,2027-06-24,loan_20260629,Corporate
LOAN_NAMER_000874,CUST_NAMER_000874,ACC_NAMER_000874,BR_NAMER_0074,2025-12-13,391799.0,368709.67,6.71,USD,NAMER,2025-12-13,2027-11-15,loan_20260629,Retail
LOAN_NAMER_001590,CUST_NAMER_001590,ACC_NAMER_001590,BR_NAMER_0190,2025-02-23,297943.88,77588.28,4.97,USD,NAMER,2025-02-23,2026-05-01,loan_20260629,Retail
LOAN_NAMER_001524,CUST_NAMER_001524,ACC_NAMER_001524,BR_NAMER_0124,2025-03-09,10966087.28,5195513.39,5.05,USD,NAMER,2025-03-09,2026-05-10,loan_20260629,Corporate
LOAN_NAMER_000448,CUST_NAMER_000448,ACC_NAMER_000448,BR_NAMER_0048,2025-04-07,505224.38,263247.87,7.84,USD,NAMER,2025-04-07,2027-01-28,loan_20260629,Retail
LOAN_NAMER_001115,CUST_NAMER_001115,ACC_NAMER_001115,BR_NAMER_0115,2026-01-31,903876.03,489203.58,14.31,USD,NAMER,2026-01-31,2027-02-15,loan_20260629,SME
LOAN_NAMER_000179,CUST_NAMER_000179,ACC_NAMER_000179,BR_NAMER_0179,2025-09-16,1641521.39,725119.98,12.86,USD,NAMER,2025-09-16,2027-08-24,loan_20260629,SME
LOAN_NAMER_000391,CUST_NAMER_000391,ACC_NAMER_000391,BR_NAMER_0191,2025-06-03,514341.52,312778.42,7.08,USD,NAMER,2025-06-03,2026-08-08,loan_20260629,SME
LOAN_NAMER_000579,CUST_NAMER_000579,ACC_NAMER_000579,BR_NAMER_0179,2025-03-25,5413452.1,5119757.88,5.11,USD,NAMER,2025-03-25,2027-02-09,loan_20260629,Corporate
LOAN_NAMER_001303,CUST_NAMER_001303,ACC_NAMER_001303,BR_NAMER_0103,2025-05-25,7910913.47,6043930.49,7.69,USD,NAMER,2025-05-25,2026-08-16,loan_20260629,Corporate
LOAN_NAMER_001542,CUST_NAMER_001542,ACC_NAMER_001542,BR_NAMER_0142,2025-11-14,1841156.7,618689.53,6.71,USD,NAMER,2025-11-14,2027-03-20,loan_20260629,SME
LOAN_NAMER_001316,CUST_NAMER_001316,ACC_NAMER_001316,BR_NAMER_0116,2025-05-13,1306184.62,490877.21,7.58,USD,NAMER,2025-05-13,2027-04-12,loan_20260629,SME
LOAN_NAMER_001484,CUST_NAMER_001484,ACC_NAMER_001484,BR_NAMER_0084,2025-03-28,444842.08,298720.66,13.99,USD,NAMER,2025-03-28,2026-05-09,loan_20260629,Retail
LOAN_NAMER_001630,CUST_NAMER_000030,ACC_NAMER_000030,BR_NAMER_0030,2026-01-21,31264688.5,6357834.02,3.81,USD,NAMER,2026-01-21,2027-03-23,loan_20260629,Mega Corporate
LOAN_NAMER_001549,CUST_NAMER_001549,ACC_NAMER_001549,BR_NAMER_0149,2025-05-11,526002.47,299069.46,7.26,USD,NAMER,2025-05-11,2027-01-30,loan_20260629,Retail
LOAN_NAMER_000807,CUST_NAMER_000807,ACC_NAMER_000807,BR_NAMER_0007,2025-04-06,357691.93,240497.65,5.85,USD,NAMER,2025-04-06,2026-09-11,loan_20260629,Retail
LOAN_NAMER_000889,CUST_NAMER_000889,ACC_NAMER_000889,BR_NAMER_0089,2026-06-05,34586085.56,8942255.05,9.31,USD,NAMER,2026-06-05,2027-09-08,loan_20260629,Mega Corporate
LOAN_NAMER_000665,CUST_NAMER_000665,ACC_NAMER_000665,BR_NAMER_0065,2025-01-19,513498.66,486412.9,12.41,USD,NAMER,2025-01-19,2026-04-25,loan_20260629,Retail
LOAN_NAMER_000143,CUST_NAMER_000143,ACC_NAMER_000143,BR_NAMER_0143,2025-11-13,4520012.59,4082753.27,10.36,USD,NAMER,2025-11-13,2026-08-14,loan_20260629,Corporate
LOAN_NAMER_001367,CUST_NAMER_001367,ACC_NAMER_001367,BR_NAMER_0167,2025-08-08,2091251.12,1945164.64,14.0,USD,NAMER,2025-08-08,2026-10-21,loan_20260629,SME
LOAN_NAMER_001286,CUST_NAMER_001286,ACC_NAMER_001286,BR_NAMER_0086,2026-05-13,543139.95,354396.44,15.17,USD,NAMER,2026-05-13,2027-02-23,loan_20260629,Retail
LOAN_NAMER_000422,CUST_NAMER_000422,ACC_NAMER_000422,BR_NAMER_0022,2025-08-20,882188.37,393473.32,10.61,USD,NAMER,2025-08-20,2026-04-07,loan_20260629,SME
LOAN_NAMER_000637,CUST_NAMER_000637,ACC_NAMER_000637,BR_NAMER_0037,2025-06-08,4325264.12,2654781.95,8.15,USD,NAMER,2025-06-08,2025-11-24,loan_20260629,Corporate
LOAN_NAMER_001264,CUST_NAMER_001264,ACC_NAMER_001264,BR_NAMER_0064,2025-10-30,5824619.19,1231197.88,5.99,USD,NAMER,2025-10-30,2026-05-11,loan_20260629,Corporate
LOAN_NAMER_001793,CUST_NAMER_000193,ACC_NAMER_000193,BR_NAMER_0193,2026-06-04,307648.68,72318.93,5.37,USD,NAMER,2026-06-04,2028-03-07,loan_20260629,Retail
LOAN_NAMER_000616,CUST_NAMER_000616,ACC_NAMER_000616,BR_NAMER_0016,2025-02-08,9916363.13,5073898.36,15.83,USD,NAMER,2025-02-08,2026-04-18,loan_20260629,Corporate
LOAN_NAMER_000295,CUST_NAMER_000295,ACC_NAMER_000295,BR_NAMER_0095,2025-05-15,365445.65,235033.64,9.49,USD,NAMER,2025-05-15,2027-04-16,loan_20260629,Retail
LOAN_NAMER_000765,CUST_NAMER_000765,ACC_NAMER_000765,BR_NAMER_0165,2026-01-21,285513.1,137608.28,12.77,USD,NAMER,2026-01-21,2026-09-25,loan_20260629,Retail
LOAN_NAMER_001709,CUST_NAMER_000109,ACC_NAMER_000109,BR_NAMER_0109,2025-06-16,155610.17,45813.9,7.15,USD,NAMER,2025-06-16,2026-03-18,loan_20260629,Retail
LOAN_NAMER_000089,CUST_NAMER_000089,ACC_NAMER_000089,BR_NAMER_0089,2025-06-19,497969.14,420552.58,7.57,USD,NAMER,2025-06-19,2026-12-09,loan_20260629,SME
LOAN_NAMER_000042,CUST_NAMER_000042,ACC_NAMER_000042,BR_NAMER_0042,2025-02-14,396513.14,71558.35,11.44,USD,NAMER,2025-02-14,2026-07-09,loan_20260629,Retail
LOAN_NAMER_001622,CUST_NAMER_000022,ACC_NAMER_000022,BR_NAMER_0022,2026-01-09,701236.4,128726.85,8.36,USD,NAMER,2026-01-09,2026-12-08,loan_20260629,SME
LOAN_NAMER_001737,CUST_NAMER_000137,ACC_NAMER_000137,BR_NAMER_0137,2026-03-31,114704.84,40537.72,7.55,USD,NAMER,2026-03-31,2028-03-15,loan_20260629,Retail
LOAN_NAMER_000132,CUST_NAMER_000132,ACC_NAMER_000132,BR_NAMER_0132,2025-10-19,1609648.1,1004769.31,5.78,USD,NAMER,2025-10-19,2027-04-21,loan_20260629,SME
LOAN_NAMER_001474,CUST_NAMER_001474,ACC_NAMER_001474,BR_NAMER_0074,2025-08-28,498899.7,297684.4,14.44,USD,NAMER,2025-08-28,2027-05-26,loan_20260629,Retail
LOAN_NAMER_000811,CUST_NAMER_000811,ACC_NAMER_000811,BR_NAMER_0011,2025-09-02,365657.6,208033.85,7.83,USD,NAMER,2025-09-02,2026-10-13,loan_20260629,Retail
LOAN_NAMER_000924,CUST_NAMER_000924,ACC_NAMER_000924,BR_NAMER_0124,2026-04-26,1264882.12,392893.61,7.78,USD,NAMER,2026-04-26,2027-02-08,loan_20260629,SME
LOAN_NAMER_001669,CUST_NAMER_000069,ACC_NAMER_000069,BR_NAMER_0069,2026-01-12,10351145.45,4532096.61,7.68,USD,NAMER,2026-01-12,2027-11-17,loan_20260629,Corporate
LOAN_NAMER_000974,CUST_NAMER_000974,ACC_NAMER_000974,BR_NAMER_0174,2026-03-28,397959.55,162558.42,15.85,USD,NAMER,2026-03-28,2027-10-11,loan_20260629,Retail
LOAN_NAMER_000165,CUST_NAMER_000165,ACC_NAMER_000165,BR_NAMER_0165,2025-10-16,254644.57,161105.31,13.62,USD,NAMER,2025-10-16,2027-02-09,loan_20260629,Retail
LOAN_NAMER_000725,CUST_NAMER_000725,ACC_NAMER_000725,BR_NAMER_0125,2026-05-30,1108405.83,1049117.5,4.13,USD,NAMER,2026-05-30,2028-02-19,loan_20260629,SME
LOAN_NAMER_000291,CUST_NAMER_000291,ACC_NAMER_000291,BR_NAMER_0091,2026-03-05,2623339.53,2042900.01,11.42,USD,NAMER,2026-03-05,2026-11-15,loan_20260629,Corporate
LOAN_NAMER_001703,CUST_NAMER_000103,ACC_NAMER_000103,BR_NAMER_0103,2025-07-24,496432.98,79591.01,6.72,USD,NAMER,2025-07-24,2027-07-03,loan_20260629,Retail
LOAN_NAMER_000835,CUST_NAMER_000835,ACC_NAMER_000835,BR_NAMER_0035,2025-05-22,969022.83,618529.21,4.29,USD,NAMER,2025-05-22,2026-05-03,loan_20260629,SME
LOAN_NAMER_000349,CUST_NAMER_000349,ACC_NAMER_000349,BR_NAMER_0149,2025-02-23,120056.51,36188.26,9.51,USD,NAMER,2025-02-23,2026-09-28,loan_20260629,Retail
LOAN_NAMER_000572,CUST_NAMER_000572,ACC_NAMER_000572,BR_NAMER_0172,2026-01-16,10247831.49,8385780.26,6.36,USD,NAMER,2026-01-16,2027-11-04,loan_20260629,Corporate
LOAN_NAMER_000799,CUST_NAMER_000799,ACC_NAMER_000799,BR_NAMER_0199,2025-04-16,670846.73,242563.05,10.04,USD,NAMER,2025-04-16,2026-12-25,loan_20260629,SME
LOAN_NAMER_001696,CUST_NAMER_000096,ACC_NAMER_000096,BR_NAMER_0096,2025-05-08,165959.86,149082.16,9.59,USD,NAMER,2025-05-08,2026-05-24,loan_20260629,Retail
LOAN_NAMER_000966,CUST_NAMER_000966,ACC_NAMER_000966,BR_NAMER_0166,2025-03-27,308551.62,107351.22,14.4,USD,NAMER,2025-03-27,2025-12-06,loan_20260629,SME
LOAN_NAMER_001436,CUST_NAMER_001436,ACC_NAMER_001436,BR_NAMER_0036,2025-10-07,265222.97,42824.15,9.74,USD,NAMER,2025-10-07,2027-04-10,loan_20260629,Retail
LOAN_NAMER_001757,CUST_NAMER_000157,ACC_NAMER_000157,BR_NAMER_0157,2026-06-10,469083.21,379902.52,13.45,USD,NAMER,2026-06-10,2027-02-05,loan_20260629,Retail
LOAN_NAMER_000840,CUST_NAMER_000840,ACC_NAMER_000840,BR_NAMER_0040,2026-03-24,477967.56,279323.53,8.49,USD,NAMER,2026-03-24,2026-09-23,loan_20260629,Retail
LOAN_NAMER_000459,CUST_NAMER_000459,ACC_NAMER_000459,BR_NAMER_0059,2025-08-16,304188.45,80417.91,12.91,USD,NAMER,2025-08-16,2027-02-18,loan_20260629,SME
LOAN_NAMER_000376,CUST_NAMER_000376,ACC_NAMER_000376,BR_NAMER_0176,2025-12-24,357396.6,163716.98,14.26,USD,NAMER,2025-12-24,2026-04-20,loan_20260629,Retail
LOAN_NAMER_000334,CUST_NAMER_000334,ACC_NAMER_000334,BR_NAMER_0134,2026-03-01,50522884.82,18516434.98,4.76,USD,NAMER,2026-03-01,2026-07-23,loan_20260629,Mega Corporate
LOAN_NAMER_001607,CUST_NAMER_000007,ACC_NAMER_000007,BR_NAMER_0007,2026-02-10,294374.94,50234.35,10.64,USD,NAMER,2026-02-10,2027-10-07,loan_20260629,SME
LOAN_NAMER_001762,CUST_NAMER_000162,ACC_NAMER_000162,BR_NAMER_0162,2026-01-18,2229380.7,694392.94,7.1,USD,NAMER,2026-01-18,2026-12-15,loan_20260629,SME
LOAN_NAMER_001456,CUST_NAMER_001456,ACC_NAMER_001456,BR_NAMER_0056,2026-01-31,518441.68,400366.07,13.87,USD,NAMER,2026-01-31,2026-07-23,loan_20260629,Retail
LOAN_NAMER_001704,CUST_NAMER_000104,ACC_NAMER_000104,BR_NAMER_0104,2026-01-19,6410991.87,3275725.49,7.96,USD,NAMER,2026-01-19,2026-12-04,loan_20260629,Corporate
LOAN_NAMER_001182,CUST_NAMER_001182,ACC_NAMER_001182,BR_NAMER_0182,2025-01-29,1170385.66,598362.56,15.24,USD,NAMER,2025-01-29,2026-03-21,loan_20260629,SME
LOAN_NAMER_001671,CUST_NAMER_000071,ACC_NAMER_000071,BR_NAMER_0071,2025-04-12,46426625.67,35070973.51,7.92,USD,NAMER,2025-04-12,2026-06-19,loan_20260629,Mega Corporate
LOAN_NAMER_001035,CUST_NAMER_001035,ACC_NAMER_001035,BR_NAMER_0035,2025-05-30,85789.33,60273.96,12.75,USD,NAMER,2025-05-30,2026-01-15,loan_20260629,Retail
LOAN_NAMER_001733,CUST_NAMER_000133,ACC_NAMER_000133,BR_NAMER_0133,2025-02-09,523738.08,116747.77,7.43,USD,NAMER,2025-02-09,2026-02-27,loan_20260629,Retail
LOAN_NAMER_000329,CUST_NAMER_000329,ACC_NAMER_000329,BR_NAMER_0129,2026-04-29,612950.29,119116.29,7.97,USD,NAMER,2026-04-29,2026-12-17,loan_20260629,SME
LOAN_NAMER_001193,CUST_NAMER_001193,ACC_NAMER_001193,BR_NAMER_0193,2026-04-26,5289881.08,3556801.45,10.96,USD,NAMER,2026-04-26,2027-10-27,loan_20260629,Corporate
LOAN_NAMER_000319,CUST_NAMER_000319,ACC_NAMER_000319,BR_NAMER_0119,2025-01-06,554224.15,101501.98,15.61,USD,NAMER,2025-01-06,2025-06-26,loan_20260629,Retail
LOAN_NAMER_001379,CUST_NAMER_001379,ACC_NAMER_001379,BR_NAMER_0179,2025-01-20,2167791.69,524178.27,9.88,USD,NAMER,2025-01-20,2026-01-07,loan_20260629,SME
LOAN_NAMER_001221,CUST_NAMER_001221,ACC_NAMER_001221,BR_NAMER_0021,2025-08-09,81691.34,52611.13,6.49,USD,NAMER,2025-08-09,2026-04-09,loan_20260629,Retail
LOAN_NAMER_001563,CUST_NAMER_001563,ACC_NAMER_001563,BR_NAMER_0163,2026-03-10,500234.38,207891.99,13.38,USD,NAMER,2026-03-10,2026-09-29,loan_20260629,SME
LOAN_NAMER_000168,CUST_NAMER_000168,ACC_NAMER_000168,BR_NAMER_0168,2025-10-23,1510381.01,1008883.69,14.13,USD,NAMER,2025-10-23,2026-09-21,loan_20260629,SME
LOAN_NAMER_000013,CUST_NAMER_000013,ACC_NAMER_000013,BR_NAMER_0013,2025-11-05,402396.96,369920.57,12.76,USD,NAMER,2025-11-05,2026-06-07,loan_20260629,Retail
LOAN_NAMER_000172,CUST_NAMER_000172,ACC_NAMER_000172,BR_NAMER_0172,2025-02-18,1516206.19,1124640.36,11.35,USD,NAMER,2025-02-18,2026-01-18,loan_20260629,SME
LOAN_NAMER_000650,CUST_NAMER_000650,ACC_NAMER_000650,BR_NAMER_0050,2026-03-06,154165.84,123082.09,7.27,USD,NAMER,2026-03-06,2027-09-15,loan_20260629,Retail
LOAN_NAMER_000261,CUST_NAMER_000261,ACC_NAMER_000261,BR_NAMER_0061,2025-03-06,1009355.62,572816.85,4.82,USD,NAMER,2025-03-06,2025-09-25,loan_20260629,SME
LOAN_NAMER_001243,CUST_NAMER_001243,ACC_NAMER_001243,BR_NAMER_0043,2026-05-27,538427.27,464183.77,11.83,USD,NAMER,2026-05-27,2028-04-27,loan_20260629,Retail
LOAN_NAMER_001616,CUST_NAMER_000016,ACC_NAMER_000016,BR_NAMER_0016,2025-01-17,1604492.13,1034718.09,10.82,USD,NAMER,2025-01-17,2026-09-26,loan_20260629,SME
LOAN_NAMER_000673,CUST_NAMER_000673,ACC_NAMER_000673,BR_NAMER_0073,2025-09-05,374932.52,286874.38,15.93,USD,NAMER,2025-09-05,2026-04-30,loan_20260629,Retail
LOAN_NAMER_000259,CUST_NAMER_000259,ACC_NAMER_000259,BR_NAMER_0059,2025-10-26,424007.42,257555.44,9.21,USD,NAMER,2025-10-26,2027-04-08,loan_20260629,Retail
LOAN_NAMER_001190,CUST_NAMER_001190,ACC_NAMER_001190,BR_NAMER_0190,2025-01-02,262178.91,113655.02,7.63,USD,NAMER,2025-01-02,2026-12-22,loan_20260629,Retail
LOAN_NAMER_000139,CUST_NAMER_000139,ACC_NAMER_000139,BR_NAMER_0139,2025-12-28,1653422.02,1027132.33,15.26,USD,NAMER,2025-12-28,2026-11-29,loan_20260629,SME
LOAN_NAMER_000550,CUST_NAMER_000550,ACC_NAMER_000550,BR_NAMER_0150,2026-03-03,178876.18,120691.81,6.39,USD,NAMER,2026-03-03,2026-12-09,loan_20260629,Retail
LOAN_NAMER_000863,CUST_NAMER_000863,ACC_NAMER_000863,BR_NAMER_0063,2025-03-29,169199.63,34740.55,13.93,USD,NAMER,2025-03-29,2026-12-15,loan_20260629,Retail
LOAN_NAMER_001376,CUST_NAMER_001376,ACC_NAMER_001376,BR_NAMER_0176,2026-01-05,294405.86,54362.7,12.39,USD,NAMER,2026-01-05,2026-06-13,loan_20260629,Retail
LOAN_NAMER_001119,CUST_NAMER_001119,ACC_NAMER_001119,BR_NAMER_0119,2026-06-04,431347.31,207013.26,6.35,USD,NAMER,2026-06-04,2028-02-03,loan_20260629,Retail
LOAN_NAMER_001068,CUST_NAMER_001068,ACC_NAMER_001068,BR_NAMER_0068,2025-01-21,535788.94,269197.15,7.81,USD,NAMER,2025-01-21,2026-05-25,loan_20260629,SME
LOAN_NAMER_000559,CUST_NAMER_000559,ACC_NAMER_000559,BR_NAMER_0159,2026-04-27,1734161.51,1222954.86,6.19,USD,NAMER,2026-04-27,2026-09-08,loan_20260629,Corporate
LOAN_NAMER_000140,CUST_NAMER_000140,ACC_NAMER_000140,BR_NAMER_0140,2026-02-01,265419.09,232616.49,6.91,USD,NAMER,2026-02-01,2027-05-19,loan_20260629,Retail
LOAN_NAMER_001565,CUST_NAMER_001565,ACC_NAMER_001565,BR_NAMER_0165,2025-09-17,216619.56,50632.82,5.54,USD,NAMER,2025-09-17,2026-01-01,loan_20260629,Retail
LOAN_NAMER_000532,CUST_NAMER_000532,ACC_NAMER_000532,BR_NAMER_0132,2026-01-01,399367.79,69787.41,12.57,USD,NAMER,2026-01-01,2026-06-09,loan_20260629,SME
LOAN_NAMER_000225,CUST_NAMER_000225,ACC_NAMER_000225,BR_NAMER_0025,2025-12-20,119189.18,42060.7,11.71,USD,NAMER,2025-12-20,2026-11-21,loan_20260629,Retail
LOAN_NAMER_000724,CUST_NAMER_000724,ACC_NAMER_000724,BR_NAMER_0124,2025-04-17,305238.65,75502.69,11.06,USD,NAMER,2025-04-17,2027-03-03,loan_20260629,Retail
LOAN_NAMER_000787,CUST_NAMER_000787,ACC_NAMER_000787,BR_NAMER_0187,2025-12-07,371992.09,296372.01,11.34,USD,NAMER,2025-12-07,2026-07-21,loan_20260629,Retail
LOAN_NAMER_000825,CUST_NAMER_000825,ACC_NAMER_000825,BR_NAMER_0025,2025-02-15,184894.83,76164.98,5.98,USD,NAMER,2025-02-15,2026-05-11,loan_20260629,Retail
LOAN_NAMER_000410,CUST_NAMER_000410,ACC_NAMER_000410,BR_NAMER_0010,2025-12-13,454508.32,208067.57,9.23,USD,NAMER,2025-12-13,2026-09-08,loan_20260629,Retail
LOAN_NAMER_000326,CUST_NAMER_000326,ACC_NAMER_000326,BR_NAMER_0126,2026-04-21,1435720.85,292745.63,13.98,USD,NAMER,2026-04-21,2027-11-22,loan_20260629,SME
LOAN_NAMER_000965,CUST_NAMER_000965,ACC_NAMER_000965,BR_NAMER_0165,2025-07-06,420428.1,322946.29,12.58,USD,NAMER,2025-07-06,2026-02-19,loan_20260629,Retail
LOAN_NAMER_000300,CUST_NAMER_000300,ACC_NAMER_000300,BR_NAMER_0100,2025-03-06,308633.63,135274.24,11.26,USD,NAMER,2025-03-06,2026-09-15,loan_20260629,SME
LOAN_NAMER_001139,CUST_NAMER_001139,ACC_NAMER_001139,BR_NAMER_0139,2025-02-07,491193.87,195024.51,7.52,USD,NAMER,2025-02-07,2026-03-04,loan_20260629,Retail
LOAN_NAMER_001183,CUST_NAMER_001183,ACC_NAMER_001183,BR_NAMER_0183,2025-07-26,223721.56,133321.04,12.48,USD,NAMER,2025-07-26,2025-12-07,loan_20260629,Retail
LOAN_NAMER_000940,CUST_NAMER_000940,ACC_NAMER_000940,BR_NAMER_0140,2025-07-24,1863126.93,1599925.22,13.79,USD,NAMER,2025-07-24,2025-12-03,loan_20260629,SME
